,img_no,img_path,gender_score,quality_score,age_score,glass_score
183,183,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000183.jpg,1.0,1.0,0.0,0.0
184,184,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000184.jpg,1.0,1.0,0.0,0.0
185,185,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000185.jpg,1.0,1.0,0.0,0.0
186,186,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000186.jpg,1.0,1.0,0.0,0.0
187,187,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000187.jpg,1.0,0.0,0.0,0.0
188,188,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000188.jpg,1.0,1.0,0.0,0.0
189,189,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000189.jpg,0.0,1.0,0.0,0.0
190,190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000190.jpg,1.0,1.0,0.0,0.0
191,191,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000191.jpg,1.0,1.0,0.0,0.0
192,192,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000192.jpg,1.0,1.0,0.0,0.0
193,193,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000193.jpg,1.0,1.0,0.0,0.0
194,194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000194.jpg,0.0,1.0,0.0,0.0
195,195,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000195.jpg,1.0,1.0,0.0,0.0
196,196,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000196.jpg,1.0,1.0,1.0,1.0
197,197,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000197.jpg,1.0,1.0,0.0,0.0
198,198,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000198.jpg,1.0,1.0,0.0,0.0
199,199,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000199.jpg,1.0,1.0,0.0,0.0
200,200,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000200.jpg,1.0,1.0,0.0,0.0
201,201,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000201.jpg,0.0,1.0,1.0,0.0
202,202,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000202.jpg,1.0,1.0,0.0,0.0
203,203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000203.jpg,1.0,0.0,0.0,0.0
204,204,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000204.jpg,1.0,1.0,0.0,0.0
205,205,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000205.jpg,1.0,0.0,0.0,0.0
206,206,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000206.jpg,1.0,1.0,0.0,0.0
207,207,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000207.jpg,1.0,1.0,0.0,0.0
208,208,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000208.jpg,1.0,1.0,1.0,0.0
209,209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000209.jpg,1.0,1.0,0.0,0.0
210,210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000210.jpg,1.0,1.0,0.0,0.0
211,211,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000211.jpg,1.0,1.0,0.0,0.0
212,212,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000212.jpg,1.0,1.0,0.0,0.0
213,213,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000213.jpg,1.0,1.0,1.0,0.0
214,214,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000214.jpg,1.0,1.0,0.0,0.0
215,215,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000215.jpg,1.0,1.0,0.0,0.0
216,216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000216.jpg,1.0,1.0,0.0,0.0
217,217,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000217.jpg,1.0,1.0,0.0,0.0
218,218,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000218.jpg,1.0,1.0,0.0,0.0
219,219,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000219.jpg,1.0,1.0,0.0,0.0
220,220,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000220.jpg,1.0,1.0,1.0,1.0
221,221,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000221.jpg,1.0,1.0,0.0,0.0
222,222,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000222.jpg,1.0,1.0,0.0,0.0
223,223,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000223.jpg,1.0,1.0,0.0,0.0
224,224,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000224.jpg,1.0,1.0,0.0,0.0
225,225,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000225.jpg,1.0,1.0,0.0,0.0
226,226,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000226.jpg,1.0,0.0,0.0,0.0
227,227,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000227.jpg,1.0,1.0,0.0,0.0
228,228,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000228.jpg,1.0,1.0,0.0,0.0
229,229,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000229.jpg,1.0,1.0,0.0,1.0
230,230,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000230.jpg,1.0,1.0,0.0,0.0
231,231,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000231.jpg,1.0,1.0,0.0,0.0
232,232,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000232.jpg,1.0,1.0,0.0,0.0
233,233,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000233.jpg,1.0,1.0,0.0,0.0
234,234,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000234.jpg,1.0,1.0,0.0,0.0
235,235,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000235.jpg,1.0,1.0,0.0,0.0
236,236,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000236.jpg,1.0,1.0,0.0,0.0
237,237,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000237.jpg,1.0,0.0,0.0,0.0
238,238,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000238.jpg,1.0,1.0,1.0,0.0
239,239,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000239.jpg,1.0,1.0,0.0,0.0
240,240,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000240.jpg,1.0,1.0,0.0,0.0
241,241,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000241.jpg,1.0,1.0,0.0,0.0
242,242,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000242.jpg,1.0,1.0,0.0,0.0
243,243,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000243.jpg,1.0,1.0,0.0,0.0
244,244,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000244.jpg,0.0,1.0,0.0,0.0
245,245,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000245.jpg,0.0,1.0,0.0,0.0
246,246,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000246.jpg,1.0,1.0,0.0,0.0
247,247,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000247.jpg,1.0,1.0,0.0,0.0
248,248,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000248.jpg,1.0,1.0,0.0,0.0
249,249,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000249.jpg,1.0,1.0,0.0,0.0
250,250,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000250.jpg,1.0,1.0,0.0,0.0
251,251,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000251.jpg,1.0,1.0,0.0,0.0
252,252,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000252.jpg,1.0,1.0,0.0,0.0
253,253,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000253.jpg,1.0,1.0,0.0,0.0
254,254,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000254.jpg,1.0,1.0,0.0,0.0
255,255,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000255.jpg,1.0,1.0,0.0,0.0
256,256,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000256.jpg,1.0,1.0,1.0,0.0
257,257,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000257.jpg,1.0,1.0,0.0,0.0
258,258,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000258.jpg,1.0,1.0,1.0,0.0
259,259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000259.jpg,1.0,0.0,0.0,0.0
260,260,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000260.jpg,1.0,1.0,0.0,0.0
261,261,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000261.jpg,1.0,1.0,0.0,0.0
262,262,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000262.jpg,1.0,0.0,0.0,0.0
263,263,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000263.jpg,1.0,1.0,0.0,0.0
264,264,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000264.jpg,1.0,1.0,1.0,0.0
265,265,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000265.jpg,1.0,1.0,0.0,0.0
266,266,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000266.jpg,1.0,1.0,0.0,0.0
267,267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000267.jpg,1.0,1.0,0.0,0.0
268,268,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000268.jpg,1.0,1.0,0.0,0.0
269,269,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000269.jpg,1.0,1.0,0.0,0.0
270,270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000270.jpg,1.0,1.0,0.0,0.0
271,271,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000271.jpg,1.0,1.0,0.0,0.0
272,272,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000272.jpg,1.0,1.0,0.0,0.0
273,273,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000273.jpg,1.0,1.0,0.0,1.0
274,274,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000274.jpg,1.0,1.0,0.0,0.0
275,275,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000275.jpg,1.0,1.0,0.0,0.0
276,276,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000276.jpg,1.0,1.0,0.0,0.0
277,277,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000277.jpg,0.0,1.0,0.0,0.0
278,278,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000278.jpg,1.0,0.0,0.0,0.0
279,279,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000279.jpg,1.0,1.0,0.0,0.0
280,280,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000280.jpg,1.0,1.0,0.0,0.0
281,281,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000281.jpg,0.0,1.0,0.0,0.0
282,282,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000282.jpg,1.0,1.0,0.0,0.0
283,283,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000283.jpg,1.0,1.0,0.0,0.0
284,284,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000284.jpg,1.0,1.0,0.0,0.0
285,285,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000285.jpg,1.0,1.0,0.0,0.0
286,286,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000286.jpg,1.0,1.0,0.0,0.0
287,287,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000287.jpg,1.0,1.0,0.0,0.0
288,288,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000288.jpg,1.0,1.0,0.0,0.0
289,289,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000289.jpg,1.0,1.0,0.0,0.0
290,290,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000290.jpg,1.0,1.0,0.0,0.0
291,291,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000291.jpg,0.0,1.0,0.0,0.0
292,292,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000292.jpg,1.0,1.0,0.0,1.0
293,293,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000293.jpg,1.0,1.0,0.0,0.0
294,294,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000294.jpg,1.0,1.0,0.0,0.0
295,295,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000295.jpg,1.0,1.0,0.0,0.0
296,296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000296.jpg,1.0,1.0,1.0,1.0
297,297,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000297.jpg,1.0,1.0,0.0,0.0
298,298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000298.jpg,1.0,1.0,0.0,0.0
299,299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000299.jpg,1.0,1.0,0.0,0.0
300,300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000300.jpg,0.0,1.0,0.0,0.0
301,301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000301.jpg,1.0,1.0,0.0,0.0
302,302,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000302.jpg,1.0,0.0,0.0,0.0
303,303,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000303.jpg,1.0,1.0,0.0,0.0
304,304,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000304.jpg,1.0,1.0,0.0,0.0
305,305,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000305.jpg,1.0,1.0,0.0,1.0
306,306,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000306.jpg,1.0,1.0,0.0,0.0
307,307,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000307.jpg,1.0,1.0,0.0,0.0
308,308,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000308.jpg,1.0,1.0,0.0,0.0
309,309,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000309.jpg,0.0,1.0,0.0,0.0
310,310,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000310.jpg,1.0,1.0,0.0,0.0
311,311,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000311.jpg,1.0,1.0,0.0,0.0
312,312,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000312.jpg,1.0,1.0,0.0,0.0
313,313,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000313.jpg,1.0,1.0,1.0,0.0
314,314,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000314.jpg,1.0,1.0,0.0,0.0
315,315,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000315.jpg,0.0,1.0,1.0,0.0
316,316,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000316.jpg,1.0,1.0,0.0,0.0
317,317,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000317.jpg,1.0,1.0,0.0,0.0
318,318,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000318.jpg,1.0,1.0,0.0,0.0
319,319,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000319.jpg,0.0,1.0,0.0,0.0
320,320,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000320.jpg,1.0,1.0,0.0,0.0
321,321,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000321.jpg,0.0,1.0,0.0,0.0
322,322,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000322.jpg,1.0,1.0,1.0,1.0
323,323,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000323.jpg,1.0,1.0,0.0,0.0
324,324,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000324.jpg,1.0,1.0,0.0,0.0
325,325,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000325.jpg,1.0,1.0,1.0,0.0
326,326,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000326.jpg,1.0,0.0,0.0,0.0
327,327,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000327.jpg,1.0,1.0,0.0,0.0
328,328,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000328.jpg,1.0,1.0,0.0,0.0
329,329,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000329.jpg,1.0,1.0,0.0,0.0
330,330,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000330.jpg,0.0,1.0,0.0,0.0
331,331,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000331.jpg,1.0,1.0,0.0,0.0
332,332,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000332.jpg,1.0,1.0,0.0,0.0
333,333,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000333.jpg,1.0,1.0,0.0,0.0
334,334,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000334.jpg,1.0,1.0,0.0,0.0
335,335,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000335.jpg,1.0,1.0,0.0,0.0
336,336,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000336.jpg,1.0,1.0,0.0,0.0
337,337,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000337.jpg,0.0,1.0,0.0,0.0
338,338,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000338.jpg,1.0,1.0,0.0,0.0
339,339,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000339.jpg,0.0,1.0,0.0,0.0
340,340,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000340.jpg,0.0,1.0,0.0,0.0
341,341,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000341.jpg,1.0,1.0,0.0,0.0
342,342,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000342.jpg,1.0,1.0,0.0,0.0
343,343,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000343.jpg,1.0,1.0,0.0,0.0
344,344,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000344.jpg,1.0,1.0,0.0,0.0
345,345,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000345.jpg,1.0,1.0,0.0,0.0
346,346,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000346.jpg,1.0,1.0,0.0,0.0
347,347,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000347.jpg,1.0,1.0,0.0,0.0
348,348,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000348.jpg,1.0,1.0,0.0,0.0
349,349,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000349.jpg,1.0,1.0,0.0,0.0
350,350,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000350.jpg,1.0,1.0,0.0,0.0
351,351,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000351.jpg,1.0,1.0,0.0,0.0
352,352,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000352.jpg,0.0,1.0,1.0,1.0
353,353,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000353.jpg,1.0,1.0,0.0,0.0
354,354,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000354.jpg,1.0,1.0,0.0,0.0
355,355,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000355.jpg,1.0,1.0,0.0,0.0
356,356,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000356.jpg,1.0,1.0,1.0,0.0
357,357,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000357.jpg,1.0,1.0,0.0,0.0
358,358,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000358.jpg,1.0,1.0,0.0,0.0
359,359,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000359.jpg,1.0,1.0,0.0,0.0
360,360,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000360.jpg,1.0,1.0,0.0,0.0
361,361,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000361.jpg,0.0,1.0,0.0,0.0
362,362,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000362.jpg,1.0,1.0,0.0,0.0
363,363,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000363.jpg,1.0,1.0,0.0,0.0
364,364,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/000364.jpg,1.0,1.0,0.0,0.0
