img_no,img_path,property_age_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
2157,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002157.jpg,0.0041,0.0063,0.0116,0.0014,0.0004,0.0007
2158,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002158.jpg,0.0007,0.0007,0.0007,0.0009,0.0004,0.001
2159,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002159.jpg,0.1128,0.1832,0.0288,0.0294,0.2629,0.0597
2160,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002160.jpg,0.0134,0.011,0.0065,0.0248,0.0036,0.0211
2161,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002161.jpg,0.0194,0.0194,0.0479,0.0174,0.0068,0.0055
2162,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002162.jpg,0.001,0.0005,0.0033,0.0005,0.0001,0.0005
2163,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002163.jpg,0.2084,0.2415,0.3373,0.2318,0.1867,0.0446
2164,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002164.jpg,0.0279,0.0271,0.0638,0.0097,0.0219,0.0171
2165,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002165.jpg,0.0064,0.0117,0.0098,0.002,0.0027,0.0057
2166,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002166.jpg,0.0008,0.0012,0.0023,0.0001,0.0004,0.0002
2167,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002167.jpg,0.0014,0.0027,0.0006,0.0018,0.0002,0.0014
2168,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002168.jpg,0.0125,0.0242,0.0038,0.0079,0.0179,0.0085
2169,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002169.jpg,0.0002,0.0002,0.0003,0.0002,0.0,0.0001
2170,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002170.jpg,0.0019,0.003,0.0046,0.0005,0.0001,0.0011
2171,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002171.jpg,0.0033,0.0066,0.005,0.0038,0.0004,0.0007
2172,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002172.jpg,0.3731,0.6086,0.2763,0.3451,0.4311,0.2045
2173,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002173.jpg,0.0316,0.0346,0.0284,0.0196,0.0551,0.0205
2174,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002174.jpg,0.0045,0.0035,0.0029,0.0113,0.0014,0.0033
2175,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002175.jpg,0.0299,0.066,0.0543,0.0113,0.004,0.0141
2176,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002176.jpg,0.0094,0.0233,0.0051,0.0032,0.0064,0.0088
2177,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002177.jpg,0.0029,0.0051,0.0034,0.0025,0.0007,0.0028
2178,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002178.jpg,0.0668,0.1253,0.1245,0.0366,0.0154,0.0323
2179,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002179.jpg,0.02,0.0286,0.0047,0.0038,0.0603,0.0024
2180,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002180.jpg,0.0069,0.0154,0.0022,0.0015,0.0096,0.006
2181,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002181.jpg,0.0041,0.0095,0.004,0.0047,0.0001,0.0021
2182,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002182.jpg,0.2254,0.3316,0.1404,0.3345,0.2414,0.079
2183,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002183.jpg,0.0655,0.1779,0.024,0.0515,0.0489,0.0252
2184,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002184.jpg,0.0953,0.0666,0.017,0.079,0.108,0.2059
2185,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002185.jpg,0.0383,0.0641,0.062,0.0289,0.0007,0.0359
2186,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002186.jpg,0.0055,0.0083,0.0063,0.0031,0.0011,0.0088
2187,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002187.jpg,0.0002,0.0003,0.0005,0.0001,0.0,0.0002
2188,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002188.jpg,0.0019,0.003,0.0016,0.002,0.0015,0.0012
2189,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002189.jpg,0.0024,0.0007,0.0066,0.0017,0.002,0.001
2190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002190.jpg,0.0029,0.0029,0.0063,0.0018,0.0007,0.0029
2191,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002191.jpg,0.0096,0.0132,0.0089,0.0078,0.0079,0.0101
2192,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002192.jpg,0.0013,0.0008,0.0047,0.0006,0.0002,0.0005
2193,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002193.jpg,0.0016,0.0018,0.0041,0.001,0.0007,0.0003
2194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002194.jpg,0.0062,0.0125,0.0052,0.006,0.0063,0.0008
2195,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002195.jpg,0.0015,0.0028,0.0033,0.0005,0.0006,0.0006
2196,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002196.jpg,0.0077,0.0152,0.0018,0.003,0.0134,0.005
2197,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002197.jpg,0.3264,0.8908,0.0914,0.0441,0.3123,0.2931
2198,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002198.jpg,0.3298,0.7255,0.2589,0.4106,0.0897,0.1644
2199,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002199.jpg,0.0039,0.007,0.0065,0.0021,0.0007,0.0031
2200,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002200.jpg,0.9512,0.8932,0.9252,0.992,0.9888,0.957
2201,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002201.jpg,0.0033,0.0047,0.0017,0.0034,0.0016,0.0051
2202,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002202.jpg,0.0167,0.058,0.0101,0.0043,0.0006,0.0106
2203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002203.jpg,0.0007,0.0002,0.002,0.0011,0.0,0.0001
2204,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002204.jpg,0.0046,0.0076,0.005,0.004,0.0012,0.0051
2205,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002205.jpg,0.0396,0.0433,0.089,0.0256,0.0008,0.0392
2206,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002206.jpg,0.0022,0.0064,0.0032,0.0006,0.0004,0.0006
2207,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002207.jpg,0.0977,0.2697,0.0282,0.0248,0.1082,0.0575
2208,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002208.jpg,0.0068,0.0121,0.0161,0.003,0.001,0.0018
2209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002209.jpg,0.044,0.0781,0.0845,0.0299,0.0147,0.0127
2210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002210.jpg,0.0012,0.0028,0.0023,0.0003,0.0003,0.0005
2211,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002211.jpg,0.1979,0.2096,0.1595,0.3216,0.1725,0.1261
2212,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002212.jpg,0.0295,0.0252,0.0603,0.035,0.0051,0.022
2213,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002213.jpg,0.0415,0.0314,0.0022,0.002,0.0772,0.0944
2214,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002214.jpg,0.0013,0.0013,0.0036,0.0003,0.0004,0.0011
2215,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002215.jpg,0.0014,0.0018,0.0012,0.0007,0.0018,0.0015
2216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002216.jpg,0.0146,0.0249,0.0301,0.0039,0.0005,0.0133
2217,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002217.jpg,0.0021,0.0035,0.0027,0.002,0.0002,0.0021
2218,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002218.jpg,0.0924,0.1609,0.1978,0.0904,0.0039,0.009
2219,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002219.jpg,0.0019,0.0008,0.0077,0.0005,0.0002,0.0006
2220,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002220.jpg,0.1394,0.1981,0.1349,0.0844,0.2503,0.0291
2221,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002221.jpg,0.0146,0.0256,0.0144,0.0177,0.0136,0.0016
2222,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002222.jpg,0.0141,0.0201,0.0339,0.0104,0.0008,0.0053
2223,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002223.jpg,0.0054,0.0181,0.0026,0.0017,0.0036,0.0009
2224,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002224.jpg,0.0426,0.0538,0.0868,0.0242,0.0073,0.0412
2225,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002225.jpg,0.0536,0.0816,0.0649,0.0862,0.0102,0.0252
2226,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002226.jpg,0.292,0.187,0.5234,0.4743,0.0349,0.2405
2227,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002227.jpg,0.0007,0.0009,0.0019,0.0005,0.0001,0.0003
2228,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002228.jpg,0.0028,0.0055,0.0039,0.001,0.002,0.0017
2229,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002229.jpg,0.0003,0.0003,0.0007,0.0002,0.0001,0.0002
2230,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002230.jpg,0.0029,0.0056,0.0014,0.0052,0.0002,0.0023
2231,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002231.jpg,0.0106,0.0245,0.0096,0.0074,0.0004,0.011
2232,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002232.jpg,0.0008,0.0011,0.0015,0.0007,0.0,0.0004
2233,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002233.jpg,0.0036,0.0033,0.003,0.0012,0.001,0.0096
2234,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002234.jpg,0.1913,0.1658,0.2321,0.0568,0.4886,0.0132
2235,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002235.jpg,0.0104,0.0258,0.0043,0.0056,0.0044,0.0118
2236,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002236.jpg,0.0231,0.0351,0.0336,0.0102,0.0012,0.0353
2237,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002237.jpg,0.055,0.1377,0.0189,0.0128,0.0072,0.0985
2238,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002238.jpg,0.0091,0.0022,0.0103,0.0261,0.003,0.0038
2239,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002239.jpg,0.0654,0.2622,0.0208,0.0212,0.0114,0.0114
2240,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002240.jpg,0.0016,0.0016,0.0038,0.0003,0.0017,0.0005
2241,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002241.jpg,0.0017,0.0036,0.0012,0.0015,0.0013,0.0011
2242,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002242.jpg,0.0025,0.0055,0.0031,0.0017,0.0005,0.0019
2243,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002243.jpg,0.0357,0.0747,0.0412,0.0257,0.0244,0.0123
2244,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002244.jpg,0.0122,0.0128,0.0399,0.0033,0.002,0.0032
2245,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002245.jpg,0.0183,0.0441,0.0047,0.0047,0.0331,0.0051
2246,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002246.jpg,0.0352,0.0441,0.0298,0.0046,0.0045,0.0931
2247,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002247.jpg,0.0413,0.1169,0.0246,0.0097,0.0151,0.0402
2248,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002248.jpg,0.0013,0.0034,0.001,0.0012,0.0001,0.001
2249,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002249.jpg,0.0007,0.0013,0.0015,0.0005,0.0,0.0003
2250,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002250.jpg,0.0005,0.0009,0.0004,0.0005,0.0,0.0008
2251,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002251.jpg,0.0052,0.0102,0.0067,0.0025,0.004,0.0026
2252,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002252.jpg,0.0034,0.004,0.0085,0.0009,0.0004,0.003
2253,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002253.jpg,0.002,0.0029,0.0033,0.0019,0.0002,0.0016
2254,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002254.jpg,0.0381,0.0514,0.0237,0.0275,0.0455,0.0422
2255,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002255.jpg,0.1193,0.3357,0.0768,0.0481,0.0998,0.0361
2256,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002256.jpg,0.0005,0.0006,0.0016,0.0002,0.0,0.0001
2257,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002257.jpg,0.0019,0.0016,0.0023,0.0023,0.0008,0.0024
2258,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002258.jpg,0.0047,0.0129,0.005,0.0031,0.0016,0.0009
2259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002259.jpg,0.0006,0.0012,0.0003,0.0014,0.0,0.0002
2260,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002260.jpg,0.0044,0.011,0.0015,0.0035,0.0003,0.0059
2261,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002261.jpg,0.0021,0.0036,0.0009,0.0039,0.0002,0.0022
2262,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002262.jpg,0.0007,0.0009,0.0017,0.0002,0.0002,0.0005
2263,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002263.jpg,0.313,0.1919,0.3058,0.2372,0.7359,0.0942
2264,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002264.jpg,0.0022,0.0041,0.0034,0.0019,0.0009,0.0005
2265,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002265.jpg,0.0002,0.0003,0.0006,0.0002,0.0,0.0001
2266,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002266.jpg,0.0009,0.0014,0.0016,0.0008,0.0003,0.0007
2267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002267.jpg,0.0256,0.0705,0.0177,0.0077,0.0039,0.0282
2268,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002268.jpg,0.1143,0.1652,0.1926,0.0259,0.1703,0.0175
2269,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002269.jpg,0.0017,0.0044,0.003,0.001,0.0001,0.0002
2270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002270.jpg,0.0007,0.001,0.0005,0.0006,0.0002,0.0011
2271,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002271.jpg,0.0386,0.0144,0.045,0.0422,0.0167,0.0748
2272,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002272.jpg,0.0006,0.0007,0.0021,0.0001,0.0001,0.0001
2273,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002273.jpg,0.0042,0.0044,0.0123,0.0012,0.0003,0.0029
2274,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002274.jpg,0.0175,0.0234,0.0352,0.0112,0.0022,0.0155
2275,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002275.jpg,0.2409,0.5024,0.1765,0.1227,0.3405,0.0622
2276,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002276.jpg,0.0017,0.0032,0.0013,0.0016,0.0002,0.0021
2277,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002277.jpg,0.0024,0.002,0.007,0.0017,0.0001,0.0013
2278,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002278.jpg,0.0011,0.0023,0.0017,0.0006,0.0001,0.0011
2279,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002279.jpg,0.0253,0.0206,0.0078,0.0095,0.0781,0.0106
2280,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002280.jpg,0.0134,0.0327,0.0168,0.0123,0.002,0.0033
2281,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002281.jpg,0.0206,0.0374,0.0214,0.0198,0.0033,0.021
2282,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002282.jpg,0.0002,0.0003,0.0005,0.0002,0.0,0.0001
2283,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002283.jpg,0.0242,0.0145,0.0611,0.0211,0.0186,0.0059
2284,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002284.jpg,0.0163,0.0256,0.0227,0.0123,0.0011,0.0196
2285,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002285.jpg,0.0022,0.0042,0.0034,0.002,0.0006,0.0009
2286,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002286.jpg,0.0002,0.0002,0.0004,0.0002,0.0003,0.0001
2287,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002287.jpg,0.0131,0.0143,0.027,0.0174,0.0012,0.0054
2288,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002288.jpg,0.0353,0.0553,0.0658,0.0275,0.0096,0.0181
2289,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002289.jpg,0.0032,0.0099,0.0011,0.0019,0.0001,0.0031
2290,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002290.jpg,0.0024,0.0041,0.0055,0.0013,0.0001,0.0011
2291,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002291.jpg,0.004,0.0062,0.0072,0.0007,0.0006,0.0053
2292,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002292.jpg,0.028,0.0502,0.0334,0.0063,0.0439,0.0063
2293,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002293.jpg,0.0003,0.0004,0.0006,0.0002,0.0002,0.0002
2294,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002294.jpg,0.0035,0.005,0.0047,0.0049,0.0003,0.0025
2295,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002295.jpg,0.0036,0.0006,0.0151,0.0013,0.0001,0.0007
2296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002296.jpg,0.0027,0.0082,0.0013,0.002,0.0005,0.0012
2297,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002297.jpg,0.0009,0.0005,0.0024,0.0005,0.0004,0.0006
2298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002298.jpg,0.0034,0.0085,0.0029,0.0022,0.0013,0.0021
2299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002299.jpg,0.0013,0.0016,0.0012,0.0015,0.0002,0.0019
2300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002300.jpg,0.1654,0.1289,0.2106,0.1338,0.2734,0.0803
2301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002301.jpg,0.0104,0.0114,0.0264,0.0029,0.0003,0.0108
2302,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002302.jpg,0.0034,0.0073,0.002,0.0033,0.0012,0.0031
2303,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002303.jpg,0.0004,0.0004,0.0004,0.0002,0.0007,0.0004
2304,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002304.jpg,0.2762,0.4107,0.4631,0.1795,0.2894,0.0384
2305,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002305.jpg,0.0163,0.0292,0.0107,0.0198,0.0035,0.0182
2306,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002306.jpg,0.001,0.0017,0.0019,0.0002,0.0008,0.0003
