img_no,img_path,property_gender_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
2159,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002159.jpg,0.999,0.9982,0.9995,0.9981,0.9999,0.9993
2160,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002160.jpg,1.0,1.0,0.9999,0.9999,1.0,1.0
2161,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002161.jpg,0.9974,0.995,0.998,0.9954,0.9994,0.9992
2162,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002162.jpg,0.9957,0.9928,0.9974,0.9942,0.998,0.9962
2163,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002163.jpg,0.9985,0.9981,0.9988,0.9971,0.9996,0.9989
2164,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002164.jpg,0.9995,0.9996,0.9991,0.9993,0.9998,0.9998
2165,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002165.jpg,0.8641,0.8716,0.9182,0.7634,0.9327,0.8347
2166,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002166.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2167,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002167.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2168,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002168.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2169,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002169.jpg,0.9999,0.9999,1.0,0.9999,1.0,0.9999
2170,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002170.jpg,0.9928,0.9943,0.9946,0.9922,0.9897,0.9932
2171,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002171.jpg,0.9999,0.9999,0.9999,0.9997,1.0,0.9999
2172,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002172.jpg,0.9686,0.9644,0.9764,0.9482,0.9756,0.9783
2173,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002173.jpg,0.4408,0.3547,0.3711,0.3225,0.6617,0.4942
2174,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002174.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2175,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002175.jpg,0.997,0.9976,0.9961,0.994,0.9996,0.9978
2176,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002176.jpg,0.9984,0.9978,0.9993,0.9973,0.9997,0.9977
2177,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002177.jpg,0.9999,0.9999,1.0,0.9998,1.0,0.9999
2178,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002178.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
2179,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002179.jpg,0.9999,0.9998,0.9999,0.9998,1.0,1.0
2180,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002180.jpg,0.0316,0.0328,0.0344,0.0708,0.0155,0.0043
2181,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002181.jpg,0.9991,0.9987,0.9992,0.9988,0.9994,0.9994
2182,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002182.jpg,0.9998,0.9997,0.9998,0.9995,0.9999,0.9999
2183,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002183.jpg,0.9975,0.9965,0.9986,0.9965,0.9995,0.9967
2184,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002184.jpg,0.9978,0.9977,0.9983,0.9966,0.9992,0.9972
2185,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002185.jpg,0.9991,0.9984,0.999,0.9988,0.9999,0.9996
2186,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002186.jpg,0.9999,0.9999,1.0,0.9998,1.0,1.0
2187,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002187.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2188,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002188.jpg,0.9998,0.9997,0.9999,0.9996,1.0,0.9998
2189,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002189.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002190.jpg,0.9997,0.9997,0.9997,0.9994,1.0,0.9999
2191,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002191.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
2192,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002192.jpg,0.9994,0.9993,0.9994,0.9989,0.9998,0.9996
2193,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002193.jpg,0.9933,0.9941,0.9912,0.9877,0.9987,0.9949
2194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002194.jpg,0.9993,0.9993,0.9988,0.9989,0.9999,0.9997
2195,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002195.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2196,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002196.jpg,0.9899,0.9828,0.9897,0.9918,0.997,0.9883
2197,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002197.jpg,0.9979,0.9976,0.9986,0.997,0.9984,0.998
2198,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002198.jpg,0.9998,0.9998,0.9999,0.9997,1.0,0.9999
2199,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002199.jpg,0.9998,0.9998,0.9997,0.9995,1.0,0.9999
2200,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002200.jpg,0.9868,0.9918,0.9903,0.9666,0.9956,0.9896
2201,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002201.jpg,0.9999,0.9998,0.9999,0.9998,1.0,0.9999
2202,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002202.jpg,0.9994,0.9992,0.9996,0.9985,0.9999,0.9996
2203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002203.jpg,0.9894,0.9757,0.9972,0.9895,0.9931,0.9917
2204,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002204.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2205,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002205.jpg,0.9998,0.9998,0.9998,0.9996,1.0,0.9999
2206,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002206.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2207,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002207.jpg,0.8618,0.8646,0.8823,0.6772,0.9717,0.9133
2208,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002208.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002209.jpg,0.9583,0.9548,0.9664,0.9007,0.9865,0.9831
2210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002210.jpg,0.9985,0.9983,0.9984,0.9977,0.9994,0.9985
2211,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002211.jpg,0.9962,0.9966,0.9958,0.9945,0.9986,0.9956
2212,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002212.jpg,0.0033,0.0048,0.0027,0.0051,0.0006,0.0035
2213,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002213.jpg,0.0062,0.0075,0.0029,0.0101,0.0008,0.0098
2214,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002214.jpg,0.9848,0.9789,0.9798,0.9874,0.9964,0.9817
2215,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002215.jpg,0.0608,0.0313,0.0968,0.0844,0.0697,0.0216
2216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002216.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
2217,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002217.jpg,0.9998,0.9998,0.9999,0.9997,0.9999,0.9998
2218,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002218.jpg,0.9999,0.9999,0.9999,0.9998,1.0,1.0
2219,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002219.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
2220,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002220.jpg,0.9871,0.9885,0.9912,0.9804,0.9942,0.9811
2221,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002221.jpg,0.9999,0.9999,0.9999,0.9997,1.0,0.9999
2222,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002222.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
2223,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002223.jpg,0.9994,0.9993,0.9998,0.999,0.9999,0.9992
2224,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002224.jpg,0.9999,0.9999,0.9999,0.9999,1.0,0.9999
2225,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002225.jpg,0.9997,0.9995,0.9997,0.9993,0.9999,0.9998
2226,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002226.jpg,0.9936,0.9958,0.9926,0.9904,0.9938,0.9956
2227,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002227.jpg,0.8459,0.8503,0.8671,0.702,0.9491,0.8612
2228,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002228.jpg,0.9895,0.9874,0.9924,0.978,0.9973,0.9921
2229,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002229.jpg,0.4385,0.4568,0.4076,0.4877,0.5927,0.2475
2230,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002230.jpg,0.9973,0.9967,0.9985,0.9943,0.9993,0.9978
2231,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002231.jpg,0.1122,0.1669,0.0965,0.1106,0.0869,0.1002
2232,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002232.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2233,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002233.jpg,0.974,0.9756,0.9627,0.9715,0.9913,0.9688
2234,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002234.jpg,0.9999,0.9998,0.9998,0.9998,1.0,1.0
2235,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002235.jpg,0.9286,0.8976,0.9669,0.8999,0.9855,0.8935
2236,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002236.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2237,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002237.jpg,0.9999,0.9999,1.0,0.9999,1.0,1.0
2238,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002238.jpg,0.2195,0.1762,0.211,0.3023,0.23,0.1778
2239,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002239.jpg,0.9994,0.9994,0.9996,0.9986,0.9999,0.9996
2240,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002240.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
2241,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002241.jpg,0.9998,0.9997,0.9999,0.9996,1.0,0.9998
2242,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002242.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
2243,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002243.jpg,0.9998,0.9998,0.9998,0.9995,1.0,0.9999
2244,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002244.jpg,0.7956,0.8519,0.7045,0.7659,0.851,0.8048
2245,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002245.jpg,0.9939,0.9899,0.9966,0.9887,0.9993,0.995
2246,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002246.jpg,0.9998,0.9997,0.9996,0.9997,1.0,0.9999
2247,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002247.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
2248,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002248.jpg,0.9998,0.9997,0.9998,0.9997,0.9999,0.9998
2249,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002249.jpg,0.9999,0.9999,0.9999,0.9999,1.0,0.9999
2250,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002250.jpg,0.9994,0.9994,0.9997,0.9993,0.9998,0.999
2251,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002251.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2252,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002252.jpg,0.9998,0.9998,0.9997,0.9996,1.0,0.9999
2253,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002253.jpg,0.9999,0.9999,0.9999,0.9997,1.0,0.9999
2254,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002254.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2255,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002255.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2256,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002256.jpg,0.9998,0.9997,0.9998,0.9996,0.9999,0.9998
2257,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002257.jpg,0.9981,0.9987,0.9974,0.9976,0.9996,0.9973
2258,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002258.jpg,0.992,0.9916,0.9852,0.9932,0.9972,0.9929
2259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002259.jpg,0.9578,0.904,0.9735,0.9797,0.9949,0.9368
2260,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002260.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2261,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002261.jpg,0.9996,0.9994,0.9997,0.9993,0.9999,0.9998
2262,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002262.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
2263,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002263.jpg,0.9995,0.9995,0.9997,0.9988,0.9999,0.9999
2264,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002264.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2265,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002265.jpg,0.9997,0.9997,0.9997,0.9995,0.9998,0.9997
2266,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002266.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002267.jpg,0.9977,0.9969,0.9963,0.9968,0.9997,0.9989
2268,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002268.jpg,0.9848,0.9889,0.9887,0.9613,0.9967,0.9884
2269,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002269.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002270.jpg,0.9998,0.9997,0.9999,0.9997,1.0,0.9997
2271,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002271.jpg,0.4742,0.3332,0.6963,0.4781,0.3608,0.5027
2272,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002272.jpg,0.9988,0.9986,0.9992,0.9986,0.9989,0.9986
2273,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002273.jpg,0.9998,0.9999,0.9998,0.9997,1.0,0.9999
2274,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002274.jpg,0.9999,0.9999,0.9999,0.9998,1.0,1.0
2275,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002275.jpg,0.9994,0.9992,0.9997,0.9984,0.9999,0.9997
2276,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002276.jpg,0.9996,0.9994,0.9997,0.9993,0.9999,0.9996
2277,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002277.jpg,0.9997,0.9996,0.9998,0.9997,0.9999,0.9998
2278,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002278.jpg,0.9994,0.9992,0.9995,0.9991,0.9999,0.9995
2279,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002279.jpg,0.8624,0.8886,0.7625,0.992,0.8534,0.8157
2280,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002280.jpg,0.9998,0.9997,0.9996,0.9996,0.9999,0.9999
2281,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002281.jpg,0.9998,0.9998,0.9997,0.9997,1.0,0.9999
2282,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002282.jpg,0.9903,0.9836,0.9931,0.9806,0.9974,0.997
2283,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002283.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
2284,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002284.jpg,0.9997,0.9997,0.9998,0.9992,0.9999,0.9999
2285,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002285.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2286,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002286.jpg,0.0001,0.0001,0.0001,0.0002,0.0,0.0
2287,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002287.jpg,0.9195,0.9379,0.8696,0.9367,0.9101,0.9434
2288,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002288.jpg,0.0017,0.0018,0.0017,0.0022,0.0015,0.0011
2289,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002289.jpg,0.9994,0.9995,0.9997,0.9982,1.0,0.9996
2290,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002290.jpg,0.9999,0.9999,0.9998,0.9998,1.0,0.9999
2291,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002291.jpg,0.9997,0.9995,0.9995,0.9995,0.9999,0.9999
2292,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002292.jpg,0.9796,0.9782,0.9804,0.9589,0.994,0.9863
2293,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002293.jpg,0.8119,0.8102,0.7984,0.8524,0.88,0.7186
2294,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002294.jpg,0.9992,0.9987,0.9995,0.9989,0.9997,0.9993
2295,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002295.jpg,0.9978,0.9974,0.9964,0.9971,0.9993,0.9989
2296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002296.jpg,0.9814,0.9713,0.9917,0.959,0.9986,0.9863
2297,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002297.jpg,0.9998,0.9997,0.9997,0.9996,0.9999,0.9998
2298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002298.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
2299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002299.jpg,0.9996,0.9995,0.9998,0.9994,0.9999,0.9993
2300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002300.jpg,0.9933,0.9911,0.995,0.9839,0.9988,0.9977
2301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002301.jpg,0.8252,0.8382,0.7677,0.7839,0.8408,0.8954
2302,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002302.jpg,0.9968,0.9942,0.9983,0.9986,0.9983,0.9945
2303,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002303.jpg,0.9995,0.9994,0.9997,0.9989,0.9999,0.9998
2304,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002304.jpg,0.7493,0.752,0.7068,0.6369,0.8497,0.8012
2305,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002305.jpg,0.2749,0.2732,0.1834,0.295,0.2725,0.3503
2306,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002306.jpg,0.9999,0.9999,0.9998,0.9998,1.0,0.9999
2307,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002307.jpg,0.9738,0.9797,0.9447,0.9644,0.9981,0.9822
2308,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002308.jpg,0.9999,0.9999,0.9998,0.9997,1.0,0.9999
2309,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002309.jpg,0.0008,0.0007,0.0007,0.0023,0.0002,0.0003
2310,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002310.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
2311,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002311.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
2312,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002312.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2313,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002313.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
2314,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002314.jpg,0.9866,0.9828,0.9843,0.9845,0.9914,0.9897
