img_no,img_path,property_glass_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
2157,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002157.jpg,0.0014,0.0001,0.004,0.0017,0.0006,0.0004
2158,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002158.jpg,0.0012,0.0017,0.0035,0.0,0.0001,0.0009
2159,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002159.jpg,0.0049,0.0034,0.0189,0.0001,0.0014,0.0008
2160,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002160.jpg,0.0011,0.0004,0.0024,0.0,0.0009,0.0017
2161,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002161.jpg,0.0006,0.0002,0.0023,0.0,0.0004,0.0003
2162,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002162.jpg,0.0033,0.0035,0.01,0.0,0.0009,0.0019
2163,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002163.jpg,0.0049,0.0011,0.0192,0.0005,0.0009,0.0028
2164,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002164.jpg,0.0025,0.0035,0.0021,0.0,0.0001,0.0065
2165,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002165.jpg,0.0001,0.0001,0.0003,0.0,0.0001,0.0001
2166,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002166.jpg,0.001,0.0004,0.0025,0.0002,0.0009,0.001
2167,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002167.jpg,0.0011,0.0009,0.0025,0.0001,0.0001,0.0021
2168,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002168.jpg,0.0027,0.0009,0.0015,0.0001,0.0004,0.0105
2169,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002169.jpg,0.0039,0.0005,0.0173,0.0001,0.0006,0.0011
2170,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002170.jpg,0.0001,0.0,0.0003,0.0,0.0002,0.0001
2171,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002171.jpg,0.0053,0.0009,0.0194,0.0003,0.0014,0.0042
2172,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002172.jpg,0.0008,0.0006,0.0017,0.0,0.0002,0.0013
2173,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002173.jpg,0.0008,0.0003,0.002,0.0001,0.0004,0.0013
2174,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002174.jpg,0.003,0.0023,0.0059,0.0002,0.0011,0.0057
2175,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002175.jpg,0.0014,0.0006,0.0041,0.0002,0.0012,0.0011
2176,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002176.jpg,0.0058,0.0072,0.0171,0.0001,0.0016,0.0032
2177,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002177.jpg,0.0016,0.0003,0.007,0.0,0.0002,0.0004
2178,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002178.jpg,0.0014,0.0003,0.0033,0.0002,0.0006,0.0029
2179,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002179.jpg,0.002,0.0028,0.0041,0.0004,0.001,0.0015
2180,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002180.jpg,0.0005,0.0001,0.001,0.0,0.0003,0.001
2181,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002181.jpg,0.0021,0.0014,0.0042,0.0003,0.0011,0.0033
2182,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002182.jpg,0.0019,0.0019,0.0054,0.0009,0.0001,0.0014
2183,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002183.jpg,0.6399,0.928,0.7999,0.334,0.7584,0.3791
2184,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002184.jpg,0.0023,0.0005,0.0067,0.0,0.0006,0.0038
2185,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002185.jpg,0.0003,0.0004,0.0003,0.0,0.0,0.0007
2186,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002186.jpg,0.0012,0.0005,0.0037,0.0002,0.0007,0.0012
2187,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002187.jpg,0.0012,0.001,0.0015,0.0001,0.0002,0.0032
2188,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002188.jpg,0.001,0.0007,0.0036,0.0,0.0003,0.0006
2189,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002189.jpg,0.001,0.0001,0.0044,0.0,0.0002,0.0003
2190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002190.jpg,0.0022,0.0005,0.0068,0.0002,0.0006,0.0029
2191,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002191.jpg,0.0001,0.0002,0.0003,0.0,0.0,0.0002
2192,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002192.jpg,0.0016,0.0004,0.0049,0.0005,0.0014,0.0006
2193,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002193.jpg,0.0011,0.0,0.0045,0.0,0.0005,0.0006
2194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002194.jpg,0.0211,0.0059,0.0764,0.0089,0.0088,0.0057
2195,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002195.jpg,0.0036,0.001,0.0106,0.0001,0.0007,0.0057
2196,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002196.jpg,0.0008,0.0003,0.0028,0.0001,0.0003,0.0006
2197,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002197.jpg,0.0002,0.0001,0.0008,0.0,0.0002,0.0001
2198,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002198.jpg,0.0017,0.0007,0.0048,0.0001,0.0013,0.0015
2199,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002199.jpg,0.0031,0.0005,0.0089,0.0002,0.0004,0.0054
2200,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002200.jpg,0.0003,0.0001,0.0007,0.0,0.0,0.0008
2201,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002201.jpg,0.0004,0.0004,0.0007,0.0,0.0001,0.0008
2202,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002202.jpg,0.0044,0.0012,0.0153,0.0009,0.0022,0.0025
2203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002203.jpg,0.0009,0.0014,0.0019,0.0,0.0002,0.0008
2204,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002204.jpg,0.0021,0.0019,0.0026,0.0002,0.0002,0.0057
2205,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002205.jpg,0.0026,0.0013,0.0083,0.0,0.0004,0.003
2206,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002206.jpg,0.0017,0.0021,0.0042,0.0004,0.0004,0.0013
2207,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002207.jpg,0.0099,0.0117,0.0204,0.0046,0.0024,0.0102
2208,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002208.jpg,0.0001,0.0001,0.0003,0.0,0.0001,0.0002
2209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002209.jpg,0.0005,0.0003,0.0017,0.0,0.0001,0.0005
2210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002210.jpg,0.0007,0.0014,0.0009,0.0001,0.0001,0.001
2211,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002211.jpg,0.0008,0.0009,0.0024,0.0,0.0001,0.0006
2212,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002212.jpg,0.0001,0.0001,0.0001,0.0,0.0,0.0004
2213,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002213.jpg,0.0212,0.0061,0.0162,0.0,0.0012,0.0827
2214,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002214.jpg,0.0026,0.0,0.0097,0.0002,0.0018,0.0014
2215,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002215.jpg,0.0001,0.0001,0.0004,0.0,0.0001,0.0001
2216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002216.jpg,0.0013,0.0001,0.0044,0.0,0.0003,0.0018
2217,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002217.jpg,0.0008,0.0003,0.0031,0.0,0.0002,0.0005
2218,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002218.jpg,0.0018,0.0016,0.0052,0.0,0.0002,0.0019
2219,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002219.jpg,0.0006,0.0008,0.0011,0.0,0.0002,0.0007
2220,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002220.jpg,0.0023,0.001,0.0056,0.001,0.0031,0.0008
2221,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002221.jpg,0.0068,0.0002,0.0289,0.0003,0.0015,0.0029
2222,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002222.jpg,0.0011,0.0001,0.0012,0.0,0.0001,0.004
2223,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002223.jpg,0.0015,0.0001,0.0067,0.0001,0.0006,0.0001
2224,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002224.jpg,0.0031,0.0004,0.013,0.0,0.0009,0.0012
2225,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002225.jpg,0.0007,0.0006,0.002,0.0001,0.0002,0.0007
2226,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002226.jpg,0.0013,0.0003,0.0058,0.0001,0.0001,0.0004
2227,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002227.jpg,0.0004,0.0002,0.0012,0.0,0.0002,0.0002
2228,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002228.jpg,0.5575,0.2568,0.679,0.813,0.6528,0.3861
2229,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002229.jpg,0.0021,0.0002,0.0075,0.0001,0.0006,0.0022
2230,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002230.jpg,0.0036,0.003,0.0121,0.001,0.0007,0.0014
2231,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002231.jpg,0.0108,0.0205,0.0255,0.001,0.002,0.0048
2232,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002232.jpg,0.0025,0.0033,0.006,0.0006,0.0002,0.0024
2233,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002233.jpg,0.0008,0.0004,0.001,0.0,0.0001,0.0023
2234,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002234.jpg,0.0059,0.0009,0.0236,0.0008,0.001,0.0033
2235,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002235.jpg,0.003,0.0004,0.011,0.0004,0.0009,0.0023
2236,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002236.jpg,0.005,0.0007,0.0136,0.0001,0.0006,0.0098
2237,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002237.jpg,0.0023,0.0007,0.0098,0.0001,0.0005,0.0006
2238,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002238.jpg,0.3087,0.65,0.2355,0.3822,0.2621,0.0135
2239,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002239.jpg,0.0006,0.0003,0.0021,0.0,0.0002,0.0002
2240,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002240.jpg,0.0013,0.0004,0.005,0.0001,0.0005,0.0005
2241,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002241.jpg,0.002,0.0002,0.0066,0.0002,0.0007,0.0021
2242,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002242.jpg,0.0025,0.0002,0.0081,0.0003,0.0009,0.0031
2243,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002243.jpg,0.0027,0.0002,0.0073,0.0,0.0005,0.0054
2244,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002244.jpg,0.0003,0.0003,0.0006,0.0,0.0001,0.0006
2245,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002245.jpg,0.0171,0.013,0.0376,0.0108,0.0119,0.0121
2246,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002246.jpg,0.0018,0.0001,0.0022,0.0,0.0006,0.0062
2247,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002247.jpg,0.0005,0.0007,0.0009,0.0,0.0001,0.0005
2248,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002248.jpg,0.0008,0.0002,0.0026,0.0,0.0003,0.0009
2249,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002249.jpg,0.0428,0.0048,0.1124,0.0434,0.0283,0.0249
2250,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002250.jpg,0.019,0.0065,0.0655,0.0097,0.0063,0.0069
2251,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002251.jpg,0.0027,0.0034,0.0074,0.0007,0.0009,0.0014
2252,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002252.jpg,0.0007,0.0003,0.0014,0.0,0.0001,0.0016
2253,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002253.jpg,0.0005,0.0009,0.0006,0.0,0.0001,0.0009
2254,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002254.jpg,0.0006,0.0002,0.0005,0.0,0.0001,0.002
2255,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002255.jpg,0.0003,0.0003,0.0005,0.0001,0.0001,0.0004
2256,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002256.jpg,0.0164,0.0,0.0549,0.0001,0.0169,0.0099
2257,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002257.jpg,0.0017,0.0006,0.0014,0.0,0.0001,0.0065
2258,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002258.jpg,0.0001,0.0001,0.0001,0.0,0.0001,0.0001
2259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002259.jpg,0.0047,0.0016,0.0111,0.0009,0.0096,0.0003
2260,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002260.jpg,0.0003,0.0001,0.0008,0.0,0.0002,0.0003
2261,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002261.jpg,0.002,0.0002,0.0073,0.0,0.0003,0.002
2262,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002262.jpg,0.0004,0.0001,0.0012,0.0,0.0002,0.0003
2263,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002263.jpg,0.0093,0.0013,0.039,0.0017,0.0012,0.0031
2264,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002264.jpg,0.0009,0.0002,0.0036,0.0,0.0004,0.0003
2265,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002265.jpg,0.0009,0.001,0.0026,0.0001,0.0003,0.0005
2266,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002266.jpg,0.0003,0.0001,0.0004,0.0,0.0,0.0007
2267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002267.jpg,0.0022,0.0001,0.0075,0.0,0.0009,0.0025
2268,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002268.jpg,0.0011,0.0009,0.0033,0.0,0.0003,0.0008
2269,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002269.jpg,0.0002,0.0002,0.0002,0.0,0.0,0.0005
2270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002270.jpg,0.0016,0.0021,0.0047,0.0,0.0003,0.001
2271,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002271.jpg,0.0009,0.0015,0.0015,0.0,0.0002,0.0012
2272,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002272.jpg,0.0002,0.0,0.0004,0.0,0.0003,0.0005
2273,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002273.jpg,0.0015,0.0006,0.0055,0.0,0.0005,0.0009
2274,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002274.jpg,0.0012,0.0011,0.003,0.0003,0.0002,0.0012
2275,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002275.jpg,0.0059,0.0018,0.0175,0.0002,0.0024,0.0078
2276,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002276.jpg,0.0326,0.0055,0.0933,0.0298,0.0112,0.023
2277,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002277.jpg,0.0006,0.0002,0.0015,0.0001,0.0005,0.0005
2278,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002278.jpg,0.0019,0.0002,0.0053,0.0005,0.001,0.0024
2279,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002279.jpg,0.9568,0.9525,0.9399,0.9957,0.9685,0.9275
2280,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002280.jpg,0.0015,0.0012,0.0016,0.0003,0.0004,0.0041
2281,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002281.jpg,0.0028,0.0002,0.0107,0.0002,0.0017,0.0015
2282,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002282.jpg,0.002,0.0004,0.0072,0.0,0.0001,0.0025
2283,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002283.jpg,0.0094,0.0095,0.0254,0.0032,0.0034,0.0052
2284,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002284.jpg,0.0003,0.0001,0.0005,0.0,0.0,0.0009
2285,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002285.jpg,0.0014,0.0007,0.0028,0.0001,0.0002,0.0034
2286,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002286.jpg,0.0001,0.0002,0.0002,0.0,0.0,0.0001
2287,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002287.jpg,0.0009,0.001,0.0016,0.0,0.0005,0.0015
2288,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002288.jpg,0.0023,0.0009,0.0022,0.0,0.0003,0.0079
2289,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002289.jpg,0.0136,0.0348,0.0148,0.0003,0.0097,0.0085
2290,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002290.jpg,0.0009,0.0003,0.0031,0.0,0.0003,0.0009
2291,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002291.jpg,0.0033,0.0016,0.0033,0.0001,0.0003,0.0111
2292,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002292.jpg,0.0006,0.0004,0.0018,0.0001,0.0001,0.0004
2293,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002293.jpg,0.0007,0.0006,0.0009,0.0,0.0001,0.0021
2294,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002294.jpg,0.003,0.0012,0.0098,0.0003,0.001,0.0025
2295,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002295.jpg,0.0461,0.1641,0.0179,0.0031,0.003,0.0424
2296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002296.jpg,0.004,0.0095,0.007,0.0,0.0016,0.0018
2297,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002297.jpg,0.0027,0.0003,0.0025,0.0,0.0002,0.0106
2298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002298.jpg,0.0013,0.0012,0.0035,0.0001,0.0003,0.0013
2299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002299.jpg,0.0026,0.001,0.0097,0.0003,0.0012,0.0006
2300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002300.jpg,0.0009,0.0007,0.0024,0.0001,0.0001,0.0012
2301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002301.jpg,0.0007,0.0007,0.0008,0.0,0.0001,0.0019
2302,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002302.jpg,0.3694,0.6336,0.547,0.0209,0.5707,0.0748
2303,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002303.jpg,0.0003,0.0001,0.0005,0.0,0.0001,0.001
2304,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002304.jpg,0.0005,0.0006,0.0016,0.0,0.0002,0.0002
2305,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002305.jpg,0.0037,0.0061,0.0083,0.0,0.0016,0.0023
2306,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002306.jpg,0.0013,0.0007,0.0034,0.0001,0.0006,0.0014
2307,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002307.jpg,0.0001,0.0,0.0001,0.0,0.0,0.0002
2308,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002308.jpg,0.0089,0.0028,0.0274,0.0022,0.0046,0.0074
2309,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002309.jpg,0.0071,0.025,0.0053,0.0001,0.0007,0.0041
