img_no,img_path,property_quality_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
2159,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002159.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2160,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002160.jpg,0.9939,0.9895,0.9907,0.9962,0.9968,0.9964
2161,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002161.jpg,0.9999,0.9999,0.9998,1.0,1.0,0.9999
2162,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002162.jpg,0.9993,0.9995,0.9989,0.9995,0.9994,0.9991
2163,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002163.jpg,0.9976,0.9973,0.9952,0.9988,0.9985,0.9982
2164,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002164.jpg,0.0739,0.0484,0.0765,0.0413,0.1633,0.0399
2165,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002165.jpg,0.9876,0.9917,0.986,0.9907,0.9798,0.9898
2166,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002166.jpg,0.9997,0.9997,0.9996,0.9999,0.9996,0.9997
2167,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002167.jpg,0.9977,0.9982,0.9962,0.9988,0.9974,0.9976
2168,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002168.jpg,0.9984,0.9993,0.9966,0.9989,0.9983,0.9988
2169,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002169.jpg,0.9992,1.0,0.9989,0.9984,0.9993,0.9994
2170,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002170.jpg,0.9291,0.9367,0.908,0.947,0.8862,0.9676
2171,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002171.jpg,0.9998,0.9999,0.9994,0.9999,0.9998,0.9998
2172,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002172.jpg,0.9839,0.9802,0.9801,0.9861,0.9864,0.9868
2173,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002173.jpg,0.9954,0.998,0.9908,0.996,0.9953,0.9967
2174,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002174.jpg,0.9995,0.9998,0.9989,0.9998,0.9996,0.9995
2175,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002175.jpg,0.9993,0.9998,0.9984,0.9994,0.9992,0.9995
2176,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002176.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2177,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002177.jpg,0.9995,0.9995,0.9992,0.9998,0.9996,0.9993
2178,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002178.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2179,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002179.jpg,0.9718,0.9713,0.9496,0.9822,0.981,0.9748
2180,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002180.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2181,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002181.jpg,0.9992,0.9996,0.9986,0.9996,0.9992,0.9993
2182,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002182.jpg,0.9997,0.9998,0.9993,0.9997,0.9997,0.9997
2183,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002183.jpg,0.9996,0.9999,0.9993,0.9996,0.9997,0.9996
2184,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002184.jpg,0.9999,0.9999,0.9997,0.9999,0.9999,0.9998
2185,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002185.jpg,0.9957,0.9968,0.9921,0.9972,0.9963,0.9961
2186,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002186.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2187,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002187.jpg,0.9994,0.9997,0.9988,0.9998,0.9993,0.9994
2188,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002188.jpg,0.9998,0.9999,0.9997,0.9999,0.9999,0.9998
2189,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002189.jpg,0.7426,0.7683,0.75,0.6935,0.8645,0.6368
2190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002190.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2191,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002191.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2192,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002192.jpg,0.9998,0.9999,0.9996,0.9999,0.9998,0.9998
2193,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002193.jpg,0.9999,0.9999,0.9998,0.9999,0.9998,0.9999
2194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002194.jpg,0.9908,0.9951,0.9849,0.9949,0.9891,0.9899
2195,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002195.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2196,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002196.jpg,0.9999,1.0,0.9997,0.9999,0.9999,0.9999
2197,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002197.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2198,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002198.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2199,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002199.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
2200,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002200.jpg,0.9995,0.9999,0.999,0.9995,0.9997,0.9995
2201,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002201.jpg,0.9997,0.9998,0.9993,0.9999,0.9996,0.9997
2202,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002202.jpg,0.9996,0.9998,0.9992,0.9997,0.9998,0.9996
2203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002203.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
2204,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002204.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2205,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002205.jpg,0.9993,0.9994,0.9986,0.9998,0.9991,0.9995
2206,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002206.jpg,0.9999,1.0,0.9998,0.9999,0.9999,0.9999
2207,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002207.jpg,0.9998,0.9999,0.9996,0.9998,0.9999,0.9998
2208,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002208.jpg,0.9994,0.9997,0.9989,0.9995,0.9997,0.9993
2209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002209.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
2210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002210.jpg,0.9848,0.9936,0.9753,0.9922,0.9756,0.9872
2211,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002211.jpg,0.9997,0.9998,0.9995,0.9999,0.9997,0.9998
2212,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002212.jpg,0.9994,0.9999,0.9993,0.9999,0.9994,0.9987
2213,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002213.jpg,0.9999,0.9999,0.9997,0.9999,0.9999,0.9999
2214,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002214.jpg,0.9994,0.9996,0.9988,0.9996,0.9993,0.9994
2215,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002215.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002216.jpg,0.992,0.9933,0.9833,0.9977,0.9901,0.9954
2217,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002217.jpg,0.9995,0.9996,0.9991,0.9998,0.9995,0.9995
2218,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002218.jpg,0.9997,0.9998,0.9994,0.9997,0.9998,0.9996
2219,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002219.jpg,0.9478,0.9562,0.9047,0.978,0.9381,0.962
2220,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002220.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
2221,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002221.jpg,0.9998,0.9998,0.9995,0.9999,0.9997,0.9998
2222,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002222.jpg,0.9924,0.9971,0.9897,0.9931,0.9905,0.9915
2223,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002223.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2224,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002224.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2225,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002225.jpg,0.9998,0.9999,0.9996,0.9999,0.9997,0.9998
2226,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002226.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2227,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002227.jpg,0.9997,0.9998,0.9994,0.9997,0.9998,0.9995
2228,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002228.jpg,0.9977,0.999,0.9956,0.9981,0.9977,0.9981
2229,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002229.jpg,0.9996,0.9998,0.9992,0.9998,0.9997,0.9998
2230,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002230.jpg,0.9939,0.9969,0.988,0.9972,0.9946,0.9929
2231,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002231.jpg,1.0,1.0,0.9999,1.0,1.0,0.9999
2232,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002232.jpg,0.0334,0.065,0.0451,0.0133,0.0145,0.0293
2233,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002233.jpg,0.9768,0.9808,0.9512,0.9868,0.9835,0.982
2234,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002234.jpg,0.9997,0.9998,0.9994,0.9998,0.9998,0.9995
2235,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002235.jpg,0.9998,0.9998,0.9997,0.9999,0.9999,0.9997
2236,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002236.jpg,0.9701,0.9717,0.951,0.9903,0.9631,0.9747
2237,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002237.jpg,0.9999,1.0,0.9999,0.9999,1.0,0.9999
2238,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002238.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
2239,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002239.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2240,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002240.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2241,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002241.jpg,0.9994,0.9998,0.9987,0.9996,0.9995,0.9995
2242,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002242.jpg,0.9998,0.9998,0.9997,1.0,0.9998,0.9998
2243,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002243.jpg,0.9989,0.999,0.9983,0.9993,0.999,0.9992
2244,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002244.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2245,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002245.jpg,0.9914,0.9951,0.9903,0.9889,0.9927,0.9899
2246,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002246.jpg,0.8912,0.9233,0.9455,0.9343,0.8632,0.7893
2247,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002247.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2248,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002248.jpg,0.9991,0.9996,0.9983,0.9993,0.9993,0.9992
2249,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002249.jpg,0.9943,0.9939,0.9906,0.9974,0.993,0.9967
2250,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002250.jpg,0.9948,0.9978,0.9903,0.9965,0.9931,0.9964
2251,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002251.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2252,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002252.jpg,0.9985,0.9985,0.9973,0.9998,0.9981,0.9986
2253,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002253.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
2254,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002254.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2255,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002255.jpg,0.9994,0.9997,0.9989,0.9998,0.9993,0.9993
2256,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002256.jpg,0.9583,0.973,0.938,0.9655,0.9333,0.9818
2257,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002257.jpg,0.9995,0.9995,0.9989,0.9998,0.9997,0.9997
2258,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002258.jpg,0.9941,0.9965,0.9923,0.9931,0.9964,0.9922
2259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002259.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2260,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002260.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2261,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002261.jpg,0.9991,0.9995,0.998,0.9997,0.9993,0.9994
2262,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002262.jpg,0.9987,0.9989,0.9973,0.9995,0.9987,0.9989
2263,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002263.jpg,0.9992,0.9998,0.9984,0.9994,0.9994,0.9991
2264,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002264.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2265,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002265.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2266,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002266.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002267.jpg,0.0149,0.0196,0.0196,0.0054,0.0166,0.0132
2268,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002268.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2269,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002269.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
2270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002270.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
2271,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002271.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2272,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002272.jpg,0.3579,0.2558,0.4137,0.6028,0.2625,0.2546
2273,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002273.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
2274,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002274.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2275,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002275.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2276,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002276.jpg,0.9932,0.9964,0.9865,0.9951,0.9931,0.9946
2277,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002277.jpg,0.8847,0.9326,0.8527,0.8736,0.8507,0.9142
2278,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002278.jpg,0.9976,0.9987,0.9966,0.9982,0.9974,0.9974
2279,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002279.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2280,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002280.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2281,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002281.jpg,0.9999,0.9998,0.9998,1.0,0.9999,0.9999
2282,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002282.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2283,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002283.jpg,0.9881,0.99,0.9799,0.9932,0.9879,0.9897
2284,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002284.jpg,0.9997,0.9999,0.9995,0.9999,0.9994,0.9997
2285,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002285.jpg,0.9996,0.9996,0.9992,0.9998,0.9997,0.9997
2286,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002286.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2287,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002287.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
2288,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002288.jpg,0.8533,0.8335,0.8977,0.966,0.7476,0.8215
2289,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002289.jpg,0.9998,0.9999,0.9996,0.9999,0.9998,0.9998
2290,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002290.jpg,0.9996,0.9998,0.999,0.9998,0.9995,0.9996
2291,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002291.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2292,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002292.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2293,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002293.jpg,0.9999,1.0,0.9998,0.9999,1.0,0.9999
2294,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002294.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2295,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002295.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002296.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2297,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002297.jpg,0.9996,0.9995,0.9991,0.9999,0.9997,0.9997
2298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002298.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002299.jpg,0.9975,0.9993,0.9958,0.9974,0.9965,0.9984
2300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002300.jpg,0.9807,0.9886,0.9754,0.9739,0.9921,0.9735
2301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002301.jpg,0.9873,0.9978,0.9761,0.9894,0.9903,0.9831
2302,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002302.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2303,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002303.jpg,0.999,0.9994,0.9983,0.9994,0.9994,0.9986
2304,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002304.jpg,0.9998,0.9999,0.9995,0.9999,0.9998,0.9998
2305,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002305.jpg,0.9996,0.9999,0.9993,0.9997,0.9998,0.9995
2306,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002306.jpg,0.4886,0.5395,0.3528,0.5784,0.4406,0.5318
2307,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002307.jpg,0.9946,0.996,0.992,0.9987,0.9925,0.994
2308,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002308.jpg,0.9557,0.9584,0.945,0.9613,0.937,0.9771
2309,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002309.jpg,0.9996,0.9998,0.9993,0.9997,0.9997,0.9996
2310,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002310.jpg,0.9998,0.9999,0.9996,0.9998,0.9999,0.9998
2311,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002311.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
2312,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002312.jpg,0.996,0.9977,0.9953,0.9964,0.9965,0.9942
2313,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002313.jpg,0.9998,0.9999,0.9997,0.9999,0.9999,0.9998
2314,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002314.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
2315,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002315.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
2316,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002316.jpg,1.0,1.0,0.9999,1.0,1.0,0.9999
