img_no,img_path,eyes_v2,eyes_v2_cnn,eyes_diff,hair_color_v2,hair_color_v2_cnn,hair_color_diff,hair_length_v2,hair_length_v2_cnn,hair_length_diff,mouth_v2,mouth_v2_cnn,mouth_diff,pose_v2,pose_v2_cnn,pose_diff,background_mean_v2,background_mean_v2_cnn,background_mean_diff,background_std_v2,background_std_v2_cnn,background_std_diff
136,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000136.jpg,1.3723,1.2509,0.1214,-0.3298,-0.4479,0.1181,-0.6148,-0.5167,0.0981,-1.0138,-0.9605,0.0533,-0.0659,-0.014,0.0519,1.0173,1.0097,0.0076,0.5681,0.6843,0.1162
137,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000137.jpg,-0.747,-0.593,0.154,-0.4638,-0.4533,0.0105,0.7407,0.7477,0.007,1.1542,1.212,0.0578,-0.4634,-0.4933,0.0299,0.8723,1.0367,0.1644,-0.5908,-0.8824,0.2916
140,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000140.jpg,-0.0263,-0.0725,0.0462,-0.4804,-0.4252,0.0552,1.1427,1.2372,0.0945,-1.0138,-0.9801,0.0337,-0.0442,-0.1348,0.0906,1.2074,1.598,0.3906,-0.9293,-0.84,0.0893
141,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000141.jpg,0.676,0.6888,0.0128,-0.4061,-0.3424,0.0637,0.2452,0.3052,0.06,1.1762,1.1896,0.0134,-0.6451,-0.6099,0.0352,-1.3228,-0.9102,0.4126,1.4032,1.7395,0.3363
142,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000142.jpg,-0.0623,0.427,0.4893,1.4308,1.337,0.0938,0.2733,0.2148,0.0585,-1.0138,-0.9145,0.0993,0.3181,0.3859,0.0678,-0.0804,-0.2593,0.1789,-0.4505,-0.2584,0.1921
143,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000143.jpg,0.676,0.5703,0.1057,-0.3525,-0.343,0.0095,0.1237,-0.079,0.2027,1.3047,1.2696,0.0351,-0.4911,-0.4911,0.0,-1.1705,-1.2234,0.0529,-0.5298,-0.3574,0.1724
148,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000148.jpg,0.6563,0.4926,0.1637,-1.1911,-1.1995,0.0084,0.8435,0.7888,0.0547,0.5998,0.6002,0.0004,-0.8052,-0.6341,0.1711,0.2683,0.5325,0.2642,2.4808,3.0258,0.545
151,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000151.jpg,-0.0303,0.0921,0.1224,-0.3494,-0.3522,0.0028,0.4696,0.4136,0.056,-1.0138,-0.8488,0.165,0.4508,0.4087,0.0421,-0.341,-0.3857,0.0447,0.4919,0.5409,0.049
154,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000154.jpg,1.3688,0.1812,1.1876,-0.5053,0.2018,0.7071,-3.4942,-0.7439,2.7503,-1.0138,-0.9595,0.0543,-0.237,-0.3454,0.1084,-0.6654,-0.3418,0.3236,0.5376,0.0916,0.446
155,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000155.jpg,-0.0726,-0.247,0.1744,0.8161,0.7027,0.1134,-0.1194,-0.1498,0.0304,-1.0138,-0.918,0.0958,-0.4844,-0.4549,0.0295,-0.7564,-0.6829,0.0735,2.2615,2.084,0.1775
157,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000157.jpg,-0.7514,-0.6286,0.1228,1.1864,1.0709,0.1155,-0.8766,-0.993,0.1164,0.0413,0.0557,0.0144,-0.097,-0.032,0.065,-1.6986,-1.9285,0.2299,-0.8222,-1.2815,0.4593
158,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000158.jpg,2.2661,1.7837,0.4824,-1.2075,-1.3183,0.1108,0.3761,0.1202,0.2559,0.0907,-0.2717,0.3624,5.5642,5.0473,0.5169,1.0888,1.2004,0.1116,-0.2893,-0.0975,0.1918
159,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000159.jpg,-0.055,-0.0378,0.0172,-0.8342,-0.7716,0.0626,0.8903,0.9182,0.0279,0.626,0.7183,0.0923,-0.3156,-0.2877,0.0279,-0.7753,-0.542,0.2333,-0.8647,-0.2893,0.5754
160,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000160.jpg,2.0579,1.1188,0.9391,-0.0035,-0.1327,0.1292,0.722,0.6417,0.0803,-0.8666,-0.8171,0.0495,-0.7467,-0.6966,0.0501,-1.7105,-1.7137,0.0032,-0.7369,-1.188,0.4511
162,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000162.jpg,2.08,2.0107,0.0693,0.7172,0.6361,0.0811,0.4883,0.5817,0.0934,-1.0138,-1.083,0.0692,-0.1217,-0.1974,0.0757,1.5614,1.7841,0.2227,-0.74,-1.0262,0.2862
163,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000163.jpg,1.3973,1.085,0.3123,2.7779,3.1087,0.3308,0.4789,0.6278,0.1489,-0.1819,-0.3737,0.1918,-0.1,-0.1033,0.0033,1.3541,1.0304,0.3237,-0.9634,-1.0033,0.0399
164,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000164.jpg,0.6364,0.5316,0.1048,0.6013,0.4448,0.1565,0.9463,0.7159,0.2304,-1.0138,-1.1351,0.1213,0.1691,0.1948,0.0257,-0.7421,-0.9074,0.1653,-0.9437,-0.6924,0.2513
166,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000166.jpg,0.6727,0.5137,0.159,-0.6285,-0.7025,0.074,0.3293,0.4424,0.1131,-1.0138,-1.076,0.0622,-0.4524,-0.4773,0.0249,0.6395,0.5975,0.042,-0.7828,-0.5737,0.2091
167,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000167.jpg,2.0152,1.8271,0.1881,-0.3158,-0.2918,0.024,-2.8211,-3.0174,0.1963,-0.9005,-0.9326,0.0321,-0.2879,-0.3003,0.0124,0.6024,0.5295,0.0729,-0.1448,-0.3245,0.1797
169,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000169.jpg,1.3649,1.5671,0.2022,0.1416,0.208,0.0664,-0.5401,-0.7305,0.1904,-1.0138,-0.9724,0.0414,-0.5537,-0.6206,0.0669,-0.7881,-0.6981,0.09,-0.1564,-0.1788,0.0224
171,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000171.jpg,-0.831,-1.1377,0.3067,-0.4891,-0.49,0.0009,-0.2129,-0.4235,0.2106,1.4241,1.4228,0.0013,0.7668,0.747,0.0198,1.076,1.1976,0.1216,0.8616,0.9445,0.0829
172,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000172.jpg,1.3753,1.0873,0.288,-0.1118,-0.2302,0.1184,-2.8959,-2.7521,0.1438,-1.0138,-0.8607,0.1531,-0.1361,-0.1471,0.011,0.9001,0.8238,0.0763,0.9342,0.8527,0.0815
173,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000173.jpg,-0.8058,-0.954,0.1482,-1.0626,-0.8079,0.2547,-0.484,-0.6749,0.1909,-0.7792,-0.5781,0.2011,-0.3241,-0.3301,0.006,1.4725,1.2622,0.2103,-0.8012,-0.6032,0.198
175,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000175.jpg,-1.4812,-1.4584,0.0228,0.3452,0.2452,0.1,-1.0262,-1.378,0.3518,1.291,1.2726,0.0184,-0.137,-0.157,0.02,0.673,0.5584,0.1146,-0.502,-0.8454,0.3434
176,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000176.jpg,-0.8233,-0.7792,0.0441,1.8618,1.7691,0.0927,-2.1293,-2.0209,0.1084,1.6523,1.7088,0.0565,-0.3143,-0.3852,0.0709,0.8666,1.245,0.3784,-0.7198,-0.79,0.0702
179,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000179.jpg,-0.7632,-0.6357,0.1275,-0.8641,-0.8207,0.0434,0.5631,0.6011,0.038,-1.0138,-0.9661,0.0477,-0.3999,-0.4532,0.0533,0.038,0.2524,0.2144,2.8519,2.1515,0.7004
180,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000180.jpg,0.6907,0.8933,0.2026,2.0424,1.8578,0.1846,0.5537,0.4508,0.1029,0.5237,0.5157,0.008,-0.7153,-0.6566,0.0587,1.4733,1.4343,0.039,-0.3695,-0.5374,0.1679
182,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000182.jpg,-0.0437,-0.1585,0.1148,-0.268,-0.3762,0.1082,0.6752,0.7676,0.0924,1.0949,1.1576,0.0627,-0.4496,-0.4797,0.0301,-0.7958,-0.8778,0.082,-0.6904,-0.519,0.1714
183,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000183.jpg,-0.0437,-0.3501,0.3064,-0.8184,-0.8048,0.0136,0.5631,0.4277,0.1354,-1.0138,-0.8145,0.1993,-0.5318,-0.4962,0.0356,-1.0154,-0.8736,0.1418,0.412,0.6585,0.2465
186,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000186.jpg,-0.7632,-0.8915,0.1283,1.4127,1.51,0.0973,-2.765,-3.0498,0.2848,1.0189,1.247,0.2281,-0.5145,-0.5021,0.0124,0.3899,0.3054,0.0845,0.574,0.4508,0.1232
187,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000187.jpg,-0.0424,0.3078,0.3502,1.404,1.3952,0.0088,-1.1571,-1.0971,0.06,-1.0138,-1.0658,0.052,0.3255,0.3417,0.0162,0.0797,-0.02,0.0997,-0.5228,-0.6138,0.091
189,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000189.jpg,-0.0623,0.1106,0.1729,0.182,0.2943,0.1123,0.4976,0.1478,0.3498,0.3598,0.259,0.1008,-0.1087,-0.2256,0.1169,0.525,0.5587,0.0337,-0.6697,-0.6069,0.0628
191,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000191.jpg,0.6159,0.6802,0.0643,-0.793,-0.7532,0.0398,0.7874,0.8548,0.0674,-1.0138,-1.0132,0.0006,-0.3148,-0.3697,0.0549,0.968,0.9102,0.0578,0.4162,0.5359,0.1197
197,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000197.jpg,-0.0303,-0.3141,0.2838,1.1789,1.1098,0.0691,-0.9327,-1.0221,0.0894,0.9408,0.7978,0.143,-0.1643,-0.2274,0.0631,0.3475,0.556,0.2085,1.6509,1.7421,0.0912
199,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000199.jpg,-1.6731,-1.6183,0.0548,0.6778,0.7396,0.0618,0.292,0.3731,0.0811,-0.2241,-0.2891,0.065,3.0769,3.0321,0.0448,-1.5413,-1.2166,0.3247,-0.5553,-0.411,0.1443
202,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000202.jpg,1.3336,1.5085,0.1749,2.1382,2.1467,0.0085,-0.5401,-0.4332,0.1069,-1.0138,-1.0559,0.0421,-0.2935,-0.2546,0.0389,-0.9025,-0.8579,0.0446,0.9439,0.8269,0.117
203,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000203.jpg,-0.0303,-0.1608,0.1305,1.4368,1.4345,0.0023,0.507,0.8104,0.3034,1.1307,1.1669,0.0362,-0.5136,-0.4604,0.0532,1.32,1.6148,0.2948,-0.8509,-0.9417,0.0908
205,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000205.jpg,-0.0687,-0.1276,0.0589,-0.3487,-0.2902,0.0585,0.4135,0.4415,0.028,-1.0138,-0.9209,0.0929,-0.3335,-0.499,0.1655,0.8231,0.6167,0.2064,0.5861,0.6275,0.0414
207,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000207.jpg,-0.7619,-0.1177,0.6442,-0.9129,-0.6314,0.2815,0.3761,0.2993,0.0768,-0.1562,0.0976,0.2538,0.6839,0.7034,0.0195,1.585,1.2167,0.3683,-0.9124,-0.6126,0.2998
208,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000208.jpg,-0.0311,0.0391,0.0702,-0.5065,-0.4236,0.0829,-2.8398,-2.9808,0.141,-0.9077,-0.796,0.1117,-0.7667,-0.62,0.1467,-0.366,-0.497,0.131,1.3602,1.7604,0.4002
213,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000213.jpg,-0.1656,-0.7372,0.5716,1.2309,0.8147,0.4162,0.1611,0.3097,0.1486,-0.1315,-0.136,0.0045,1.8626,1.9671,0.1045,-1.1031,-1.0738,0.0293,-0.2853,-0.1725,0.1128
214,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000214.jpg,-0.7833,-0.8323,0.049,0.9564,0.9648,0.0084,0.5724,0.6373,0.0649,0.6231,0.7258,0.1027,-0.5408,-0.4991,0.0417,-1.214,-1.3754,0.1614,-0.4351,-0.4553,0.0202
215,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000215.jpg,-0.747,-1.2667,0.5197,-0.825,-0.8869,0.0619,-0.8766,-0.859,0.0176,-0.1094,0.0506,0.16,0.3215,0.2413,0.0802,-0.6418,-0.7387,0.0969,1.0373,1.6214,0.5841
217,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000217.jpg,-0.0424,0.1673,0.2097,-0.6441,-0.7027,0.0586,-0.3718,-0.3383,0.0335,-1.0138,-0.9477,0.0661,1.2086,1.1887,0.0199,-0.1225,0.0089,0.1314,-0.3409,-0.3626,0.0217
218,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000218.jpg,0.6091,0.6839,0.0748,-0.4099,-0.5255,0.1156,0.2078,0.766,0.5582,-0.3515,-0.2798,0.0717,-0.4819,-0.5982,0.1163,-0.358,-0.41,0.052,-0.4218,-0.4091,0.0127
223,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000223.jpg,-0.7866,-0.9298,0.1432,1.9998,2.0405,0.0407,0.7781,0.5518,0.2263,1.0305,0.8533,0.1772,-0.006,0.0727,0.0787,0.483,0.6128,0.1298,0.8523,0.2871,0.5652
224,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000224.jpg,-0.8058,-0.8026,0.0032,-0.6621,-0.6995,0.0374,0.9277,0.8568,0.0709,1.5766,1.2746,0.302,1.0071,1.031,0.0239,-1.3767,-1.1232,0.2535,-0.8517,-0.6444,0.2073
226,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000226.jpg,-0.0623,-0.1502,0.0879,-0.2752,-0.2644,0.0108,0.1704,0.0437,0.1267,-0.4602,-0.3275,0.1327,0.0914,0.0642,0.0272,1.0496,1.0299,0.0197,0.3313,0.0579,0.2734
227,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000227.jpg,-0.0453,-0.2345,0.1892,-0.2176,-0.307,0.0894,-2.6715,-2.702,0.0305,1.6274,1.4428,0.1846,-0.2551,-0.2662,0.0111,0.4316,0.4221,0.0095,-0.3485,-0.2823,0.0662
236,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000236.jpg,-0.7511,-0.5071,0.244,-1.4071,-1.2815,0.1256,-1.1571,-1.4602,0.3031,-1.0138,-0.9413,0.0725,0.306,0.3219,0.0159,-0.4015,-0.2561,0.1454,1.2291,1.2575,0.0284
237,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000237.jpg,-0.0307,0.4948,0.5255,-1.3297,-1.3571,0.0274,-2.8211,-2.6955,0.1256,-1.0138,-0.9472,0.0666,-0.2846,-0.2855,0.0009,0.0744,0.1343,0.0599,0.2704,0.4656,0.1952
239,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000239.jpg,-0.0653,-0.1938,0.1285,0.4607,0.1327,0.328,0.4602,0.504,0.0438,-1.0138,-1.0635,0.0497,0.2193,0.2706,0.0513,0.5104,0.8976,0.3872,3.1357,3.7078,0.5721
242,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000242.jpg,1.3959,1.7462,0.3503,-0.6128,-0.6791,0.0663,0.9183,0.6618,0.2565,-1.0138,-1.0005,0.0133,1.2769,1.2008,0.0761,-0.324,-0.1855,0.1385,1.1719,0.8324,0.3395
243,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000243.jpg,-0.7632,-0.5129,0.2503,0.1113,0.0094,0.1019,-0.8766,-0.8829,0.0063,-1.0138,-0.9425,0.0713,-0.2633,-0.2772,0.0139,-1.3609,-1.4432,0.0823,-0.7754,-0.766,0.0094
244,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000244.jpg,-0.0687,0.051,0.1197,-0.3286,-0.3672,0.0386,0.4228,0.418,0.0048,-1.0138,-0.9804,0.0334,-0.4241,-0.4217,0.0024,0.718,1.0067,0.2887,-0.1948,-0.357,0.1622
245,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000245.jpg,2.0882,2.0248,0.0634,-1.5946,-1.7348,0.1402,-1.6993,-1.5571,0.1422,0.0757,0.3168,0.2411,-1.5399,-1.4239,0.116,-0.4438,-0.1984,0.2454,3.4427,3.866,0.4233
246,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000246.jpg,1.3926,1.2841,0.1085,0.0585,0.1994,0.1409,0.7313,0.7984,0.0671,-0.8665,-1.0832,0.2167,-0.6021,-0.6337,0.0316,-0.3965,-0.3924,0.0041,-0.6609,-0.5988,0.0621
247,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000247.jpg,-0.0623,-0.006,0.0563,-0.4294,-0.6424,0.213,0.3948,0.2038,0.191,0.6784,0.9996,0.3212,-0.5208,-0.4428,0.078,1.6159,1.3648,0.2511,-0.9735,-1.2278,0.2543
248,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000248.jpg,-0.747,-0.6298,0.1172,-1.2237,-0.8712,0.3525,-2.765,-2.717,0.048,-0.2605,-0.1961,0.0644,-0.7497,-0.797,0.0473,-0.1616,-0.0073,0.1543,2.2898,2.1264,0.1634
249,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000249.jpg,2.006,2.4281,0.4221,-0.4722,-0.2538,0.2184,-0.8018,-0.9776,0.1758,-0.953,-0.556,0.397,-0.7394,-0.7114,0.028,-0.7094,-0.2545,0.4549,0.2061,1.1899,0.9838
250,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000250.jpg,0.6498,0.4698,0.18,-0.1349,-0.1086,0.0263,0.0489,0.0493,0.0004,-1.0138,-0.9495,0.0643,-0.4174,-0.47,0.0526,-1.5242,-1.5561,0.0319,-0.7516,-1.057,0.3054
251,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000251.jpg,1.3555,0.7827,0.5728,-0.3148,-0.4231,0.1083,0.2359,0.3488,0.1129,-0.8097,-0.9124,0.1027,-0.03,0.0404,0.0704,1.1112,1.2672,0.156,-0.8806,-0.963,0.0824
252,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000252.jpg,-0.1518,-0.0954,0.0564,-0.4834,-0.4814,0.002,0.3013,0.2464,0.0549,0.8098,0.6996,0.1102,3.1908,3.4036,0.2128,0.0276,-0.0216,0.0492,-0.6597,-0.751,0.0913
253,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000253.jpg,0.6797,0.6927,0.013,-1.0771,-1.1251,0.048,0.6285,0.628,0.0005,-1.0138,-1.0428,0.029,-0.3874,-0.3618,0.0256,0.1791,0.2206,0.0415,-0.7072,-0.7535,0.0463
255,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000255.jpg,1.3806,1.3724,0.0082,2.2582,2.0754,0.1828,-0.9888,-1.03,0.0412,-0.6975,-0.676,0.0215,0.1339,0.1199,0.014,0.9721,0.9159,0.0562,0.3819,0.1212,0.2607
257,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000257.jpg,0.6533,0.6951,0.0418,1.3314,1.145,0.1864,-1.101,-1.1131,0.0121,-1.0138,-0.9897,0.0241,0.0083,0.0385,0.0302,0.7268,0.7927,0.0659,0.6587,0.5656,0.0931
262,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000262.jpg,-0.1415,-0.0895,0.052,0.8669,0.7402,0.1267,0.2172,0.057,0.1602,-1.0138,-0.9817,0.0321,-0.3578,-0.2983,0.0595,-0.8357,-0.617,0.2187,0.4839,0.6456,0.1617
263,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000263.jpg,-0.0653,0.2055,0.2708,-0.5966,-0.595,0.0016,0.0022,0.1537,0.1515,-0.8618,-0.9619,0.1001,-0.3968,-0.4524,0.0556,0.8258,0.7235,0.1023,0.5709,0.449,0.1219
264,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000264.jpg,2.0947,2.0906,0.0041,-0.7618,-0.7176,0.0442,-0.5401,-0.2845,0.2556,0.9654,0.7429,0.2225,-0.5677,-0.4692,0.0985,1.3123,1.4281,0.1158,-0.6813,-0.7336,0.0523
265,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000265.jpg,0.6273,1.0319,0.4046,-0.2499,-0.3784,0.1285,0.0676,0.2137,0.1461,-0.346,-0.4174,0.0714,-0.3911,-0.3782,0.0129,0.9001,1.2228,0.3227,-0.7416,-0.9675,0.2259
267,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000267.jpg,1.3985,1.1595,0.239,0.8119,0.6792,0.1327,0.9277,0.7414,0.1863,-0.6394,-0.8178,0.1784,-0.4889,-0.5122,0.0233,0.6988,0.9693,0.2705,-0.8997,-0.7939,0.1058
274,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000274.jpg,-0.831,-0.7938,0.0372,0.7631,0.7122,0.0509,-0.4653,-0.4251,0.0402,0.8468,0.8917,0.0449,-0.343,-0.326,0.017,0.6506,0.489,0.1616,0.2718,0.2528,0.019
275,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000275.jpg,-0.3871,-0.4336,0.0465,0.4707,0.4707,0.0,-1.0262,-0.9277,0.0985,-1.0138,-0.958,0.0558,1.9392,1.8922,0.047,0.4838,0.4075,0.0763,1.3486,1.0408,0.3078
276,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000276.jpg,1.345,0.9789,0.3661,-1.5839,-1.3359,0.248,0.0395,-0.3305,0.37,-1.0138,-0.9461,0.0677,-0.2449,-0.3624,0.1175,-1.7127,-1.5294,0.1833,-0.9599,-0.8865,0.0734
277,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000277.jpg,0.6415,0.5007,0.1408,0.5978,0.6309,0.0331,-2.2041,-2.4531,0.249,-1.0138,-1.0545,0.0407,-0.4045,-0.5516,0.1471,0.663,0.6046,0.0584,-0.3689,-0.1948,0.1741
280,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000280.jpg,0.5628,0.8201,0.2573,0.0873,0.2116,0.1243,-0.3718,-0.4192,0.0474,-1.0138,-1.1815,0.1677,3.5515,3.6441,0.0926,1.4267,1.4412,0.0145,-0.9041,-1.0175,0.1134
