img_no,img_path,eyes_score,hair_color_score,hair_length_score,mouth_score,pose_score,background_mean_score,background_std_score
242,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000242.jpg,1.5135,-0.6883,0.6606,-1.1426,1.105,-0.2045,0.7635
243,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000243.jpg,-0.3922,0.1817,-0.4749,-1.1554,-0.2829,-1.3957,-0.8841
244,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000244.jpg,0.1599,-0.3649,0.4364,-1.1627,-0.4631,0.6917,-0.2512
245,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000245.jpg,1.8001,-1.505,-1.9042,-0.0402,-1.7193,-0.0373,3.6277
246,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000246.jpg,0.9184,0.0919,0.8792,-0.9325,-0.6378,-0.3642,-0.7234
247,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000247.jpg,-0.154,-0.791,0.1248,0.7923,-0.4458,1.7162,-1.075
248,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000248.jpg,-1.0775,-0.9994,-2.8222,0.279,-0.8492,-0.2413,2.5786
249,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000249.jpg,2.4162,-0.3251,-0.8166,-0.6318,-0.6932,-0.3574,0.8641
250,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000250.jpg,0.5186,-0.1502,0.1952,-1.0718,-0.4481,-1.5405,-0.8248
251,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000251.jpg,0.8392,-0.3981,0.3766,-0.9549,-0.0518,1.0915,-1.1952
252,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000252.jpg,-0.2152,-0.3501,0.334,0.7141,3.1766,-0.0403,-0.7495
253,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000253.jpg,0.8087,-1.1939,0.7468,-0.9906,-0.4737,0.2424,-0.7566
255,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000255.jpg,1.2577,2.0427,-0.9838,-0.8074,0.2027,1.0306,0.3244
257,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000257.jpg,0.3024,1.1634,-1.1964,-0.884,0.0889,0.7405,0.707
262,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000262.jpg,-0.2071,0.9297,-0.0099,-1.0445,-0.313,-0.6556,0.8909
263,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000263.jpg,0.1421,-0.6138,0.1997,-0.9988,-0.5059,0.899,0.2938
264,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000264.jpg,1.8187,-0.7413,-0.235,0.8041,-0.4309,1.2527,-0.5704
265,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000265.jpg,0.8867,-0.3713,0.113,-0.3394,-0.4374,0.8481,-0.7038
267,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000267.jpg,1.1521,0.6876,0.5446,-0.7368,-0.5434,0.9701,-0.7479
274,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000274.jpg,-0.8657,0.6172,-0.6435,0.7884,-0.3099,0.6262,0.2012
275,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000275.jpg,-0.6809,0.2606,-1.1047,-0.8619,1.8742,0.3869,0.9443
276,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000276.jpg,0.9631,-1.7803,-0.0672,-1.0603,-0.3789,-1.4435,-0.8542
277,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000277.jpg,0.4543,0.4689,-2.1914,-1.0576,-0.4825,0.5393,-0.4456
280,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000280.jpg,0.4861,0.3255,-0.2389,-1.2502,3.618,1.5061,-1.5838
281,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000281.jpg,2.6097,-1.2475,0.551,-0.9495,-0.2245,-0.964,3.6157
282,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000282.jpg,0.4011,-0.6083,1.0144,-0.7554,2.273,-1.3306,0.5608
283,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000283.jpg,-0.7918,1.3518,0.704,0.605,-0.948,-0.554,-0.3776
284,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000284.jpg,-0.6655,0.83,0.6468,-1.1612,-0.8439,1.1523,-0.0953
285,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000285.jpg,-0.4576,0.8119,0.8872,1.2606,-0.2616,0.7849,0.9609
287,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000287.jpg,0.2776,1.1222,0.7446,-0.5185,-0.4366,-1.406,0.6498
288,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000288.jpg,1.1677,-0.5101,-3.2756,-0.8636,0.2599,1.4433,-0.5875
289,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000289.jpg,-1.6216,-0.649,0.3306,1.3392,0.0103,0.105,0.5782
294,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000294.jpg,-1.094,0.9924,0.4299,1.7477,-0.373,-0.5484,1.6772
295,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000295.jpg,-0.1451,-1.0953,0.6234,1.241,-0.4942,1.4092,-0.7521
296,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000296.jpg,-1.6866,0.2682,1.267,1.2061,0.9365,0.326,4.7253
297,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000297.jpg,0.4071,-0.3505,0.1394,-0.9568,-0.811,-0.2865,-0.9474
298,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000298.jpg,-1.2694,-0.1011,-0.512,0.1483,-0.6145,0.5072,0.5274
300,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000300.jpg,-0.3369,-0.2993,0.4223,-0.2599,-0.691,-0.5738,1.9941
301,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000301.jpg,0.944,0.3614,0.0255,0.7779,-0.7482,-1.2374,0.3915
302,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000302.jpg,-0.3678,-0.7853,0.187,-0.5596,2.1578,-1.3611,0.9166
303,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000303.jpg,-0.0094,-0.3036,0.0493,-0.9018,1.4636,1.6988,-0.8629
310,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000310.jpg,-1.0014,-1.1897,-0.1001,-0.8248,0.1433,1.3296,-1.0478
311,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000311.jpg,0.2882,-0.3684,0.1097,-1.0107,-0.4056,1.3593,-1.1904
313,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000313.jpg,0.7616,1.6611,0.6731,0.7214,-0.4917,-1.0241,1.5378
315,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000315.jpg,-1.0125,-0.7478,0.143,1.4071,0.2816,-0.1635,0.7573
318,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000318.jpg,-0.1636,-0.9435,0.459,-0.3212,-0.4144,-0.3538,-0.5748
322,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000322.jpg,-1.2557,0.4389,-0.7434,-0.6801,-2.2413,-0.3319,-0.435
323,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000323.jpg,1.4911,2.3333,-3.1325,-0.9447,-0.624,0.5378,-0.0076
324,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000324.jpg,0.1417,-0.2516,-0.1533,-0.7832,0.7986,-0.5841,0.8013
326,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000326.jpg,-0.9033,1.326,-0.0269,1.0414,-0.4226,1.1642,-0.5166
328,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000328.jpg,0.731,-1.052,-1.5663,1.3001,-0.2868,-0.7845,0.4003
329,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000329.jpg,0.1289,-0.5103,-1.3019,-0.9087,1.3085,-0.1139,0.9651
330,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000330.jpg,0.5867,-0.7574,0.5833,-0.8472,0.2657,-0.0297,1.4778
332,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000332.jpg,0.5923,-1.153,0.5255,-1.0594,-0.4723,-1.2901,-0.7829
333,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000333.jpg,-1.3083,0.2415,0.4028,1.6289,-0.4722,-1.4819,-0.6024
335,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000335.jpg,0.3172,-0.7854,0.8994,-1.2554,0.0475,0.7269,-0.3917
336,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000336.jpg,0.3651,-1.0828,-0.1316,0.7378,0.249,-0.5646,-0.5224
337,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000337.jpg,-1.0073,-0.1003,-0.1014,1.5804,0.7833,-0.1141,1.4246
338,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000338.jpg,0.9622,-0.2021,0.8931,-0.2096,-0.2563,0.6745,-0.5622
339,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000339.jpg,0.1351,-0.5865,0.2214,1.1757,-0.495,1.6029,-1.1507
341,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000341.jpg,0.1736,1.4224,0.356,0.0301,5.4202,1.2698,-0.5341
345,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000345.jpg,-0.6938,0.2647,0.8489,-1.0623,-0.0537,-0.0806,0.3745
346,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000346.jpg,-0.1439,1.6307,0.8183,-0.3034,-0.4416,-1.1428,0.0684
347,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000347.jpg,-0.1599,-1.0244,-0.0322,-0.9389,-0.1675,0.1963,2.2853
349,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000349.jpg,-0.9756,-0.9081,0.1482,1.6415,0.1186,-0.9943,-1.0235
350,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000350.jpg,-0.2293,0.7906,0.8909,-0.9511,-0.3091,-0.0336,-0.9458
351,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000351.jpg,0.9755,-0.4831,0.3229,-0.3655,-0.3614,1.6805,-1.0607
352,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000352.jpg,1.0319,-0.9899,-2.3483,-1.0328,-0.2492,0.9424,1.8379
353,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000353.jpg,-0.2545,0.1104,-0.384,0.1415,-0.8847,0.8605,-0.2643
355,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000355.jpg,1.4268,1.7451,-0.7858,-1.0437,-0.4817,-0.993,0.4896
359,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000359.jpg,-0.7142,-0.4614,1.1442,-0.7637,0.1723,-0.1726,-0.517
360,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000360.jpg,-0.662,-1.1112,-0.0562,-0.2064,-0.1017,-0.0261,0.8816
362,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000362.jpg,0.7144,0.7939,0.12,-1.0271,-0.2242,1.677,-1.3241
365,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000365.jpg,-0.3741,-0.1745,0.5669,0.9641,-0.4014,-1.33,-0.9833
366,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000366.jpg,0.2229,-0.5863,0.8886,1.1695,-0.4778,-1.0181,-0.4884
367,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000367.jpg,0.324,-0.0617,-0.4459,-1.099,-0.1837,0.4433,-0.2977
368,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000368.jpg,0.318,0.0732,0.804,0.7951,-0.615,1.3194,-0.913
370,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000370.jpg,0.6342,-1.0398,-1.2192,-0.3134,-0.4322,-0.8709,0.1644
371,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000371.jpg,-1.496,-0.4343,0.6278,1.2505,-0.6275,1.3642,-0.6667
373,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000373.jpg,0.5206,0.1955,-0.1321,-1.005,-0.0549,-0.3301,-0.8266
374,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000374.jpg,-0.5421,1.0137,0.5909,1.241,2.5369,-0.9982,0.389
376,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000376.jpg,-0.2436,-1.2695,-1.5632,-0.9222,0.7849,-0.5354,-1.0181
377,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000377.jpg,0.2925,-1.0464,-0.0864,-0.0197,-0.5647,-0.9678,0.1358
378,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000378.jpg,-0.1624,0.8864,0.6145,-1.0111,-0.364,0.4614,0.5839
380,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000380.jpg,2.3633,-0.2364,0.7145,-1.028,0.6377,1.5964,0.7709
381,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000381.jpg,-0.4512,1.0866,-0.8597,-1.2106,0.0768,0.6687,-0.613
382,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000382.jpg,0.4279,1.4599,0.943,-0.1637,-0.5731,-1.4122,-0.9175
385,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000385.jpg,0.8096,0.0774,0.8128,-0.7933,1.1243,-1.2356,-0.8529
391,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000391.jpg,-0.4522,-1.1468,0.4766,1.1737,0.0319,-1.5242,-0.6262
394,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000394.jpg,0.5029,-0.4106,-1.0999,1.2079,-0.5389,-0.9994,-0.2012
397,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000397.jpg,0.2307,-1.5149,0.0189,-0.56,-0.2682,-0.6408,-1.0806
399,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000399.jpg,-0.7658,-0.3487,-0.5302,1.4916,-0.3671,0.5564,-0.6086
400,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000400.jpg,-0.2169,2.1607,0.4133,-1.114,-0.4616,-1.2605,-0.7207
401,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000401.jpg,-0.8086,-0.3757,0.3304,1.2531,-0.7279,0.6164,-0.7236
402,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000402.jpg,-0.0803,1.5846,1.0652,-1.0118,0.4425,0.5457,-0.8359
410,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000410.jpg,0.4283,-1.1625,0.6482,0.0148,0.741,0.2257,0.0027
411,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000411.jpg,-1.0802,-0.7858,0.9045,1.2177,-0.0822,-1.3506,-0.6761
412,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000412.jpg,-0.4294,-0.7575,-0.1179,-1.0818,0.3434,-0.7238,-0.1568
415,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000415.jpg,-1.4046,-0.727,-0.7016,1.6386,0.3591,-1.4985,-0.5245
417,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000417.jpg,-0.1333,-0.9712,-1.6442,0.811,0.1312,-1.3257,-0.3834
418,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000418.jpg,0.4154,-1.1161,0.4949,-1.0161,1.3147,-0.4065,1.8059
419,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000419.jpg,-2.547,0.673,0.0948,1.4684,-0.3108,0.8013,1.0538
420,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000420.jpg,1.6787,-1.0308,0.4055,-0.9577,-1.021,0.6825,-0.3535
422,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000422.jpg,-0.4617,-1.1114,0.1987,-0.9939,-0.5418,-0.6797,-0.5713
424,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000424.jpg,-0.6113,-0.0241,-2.3731,-1.0445,-0.0201,-1.4066,0.4402
425,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000425.jpg,0.4781,-0.274,-0.5475,-1.084,0.1028,-0.8774,0.4434
426,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000426.jpg,0.0189,0.4609,0.6321,0.2549,0.7436,0.9439,0.0825
429,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000429.jpg,1.174,-0.9345,0.7773,-1.059,0.4977,-0.4163,0.7739
432,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000432.jpg,0.6948,-0.356,-1.7915,-1.0334,-0.7206,1.0842,0.4836
436,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000436.jpg,0.5869,0.8991,-0.5666,0.3036,-0.3933,-0.1999,-0.3302
437,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000437.jpg,0.0047,1.2928,0.4817,-0.9374,-0.2113,-0.6342,-0.5301
439,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000439.jpg,0.454,1.1348,0.6757,-0.1974,-0.2554,-0.7497,1.13
440,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000440.jpg,0.1834,-0.2156,-2.7618,-0.9877,0.4961,-0.7976,-1.0312
442,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000442.jpg,0.8035,0.3121,0.5617,-0.9476,-0.0736,1.1782,-0.3097
444,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000444.jpg,-0.1505,1.3891,0.5063,0.3953,-0.3962,1.0792,-0.6128
447,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000447.jpg,0.2614,0.0768,0.4668,0.8569,0.1197,0.7844,-0.5192
