input_part,next_question,similarity
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),LLM Fine-Tuning 의 PEFT,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),LoRA,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),LoRA 와 QLoRA 의 차이,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),Loss Function 관련 실무 경험,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),Loss Function 예시,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),Loss Function 정의,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),MBTI / 좋아하는 아이돌,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),MSE Loss 설명,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),MSE Loss 용도,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),"Multi-Class, Multi-Label 중 BCE 가 좋은 task",0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),Multi-Label 에서 CE + Softmax 적용 문제점,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),PEFT 방법 5가지,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),거대 언어 모델 정의,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),마지막 할 말,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),면접 시작 인사,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),면접 종료,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),"인공지능, 머신러닝, 딥러닝 차이",1.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),잠시 휴식,0.0
면접 시작 인사 -> 시작하자 빨리 (남은 답변: 면접 시작 인사),확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",BCE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Loss Function 관련 실무 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",MBTI / 좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)","Multi-Class, Multi-Label 중 BCE 가 좋은 task",0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",면접 종료,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)","인공지능, 머신러닝, 딥러닝 차이",1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데 (남은 답변: 인공지능, 머신러닝, 딥러닝)",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",BCE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Loss Function 관련 실무 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",MBTI / 좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)","Multi-Class, Multi-Label 중 BCE 가 좋은 task",0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",거대 언어 모델 정의,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",면접 종료,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)","인공지능, 머신러닝, 딥러닝 차이",0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐 (남은 답변: 인공지능, 머신러닝, 딥러닝)",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",BCE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Loss Function 관련 실무 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",MBTI / 좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)","Multi-Class, Multi-Label 중 BCE 가 좋은 task",0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",면접 종료,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)","인공지능, 머신러닝, 딥러닝 차이",1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지 (남은 답변: 인공지능, 머신러닝, 딥러닝)",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",BCE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",Loss Function 관련 실무 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",MBTI / 좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)","Multi-Class, Multi-Label 중 BCE 가 좋은 task",0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",면접 종료,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)","인공지능, 머신러닝, 딥러닝 차이",1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고 (남은 답변: 머신러닝, 딥러닝)",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야? (남은 답변: 딥러닝)",BCE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야? (남은 답변: 딥러닝)",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야? (남은 답변: 딥러닝)",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야? (남은 답변: 딥러닝)",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야? (남은 답변: 딥러닝)",Loss Function 관련 실무 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야? (남은 답변: 딥러닝)",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야? (남은 답변: 딥러닝)",Loss Function 정의,0.0
